Scenario,Thought,Distortion Type,label
"Đồng nghiệp của bạn, cùng năm vào công ty, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Tôi và cô ấy không có mối liên hệ gì, chỉ là vì tôi là một người yếu đuối, nên cô ấy mới luôn nhắm vào tôi.",Personalization,1
"Gần đây công việc khá bận rộn, bạn lại bị cảm.","Sao lại xui xẻo thế này! Đã họa vô đơn chí lại còn thêm bệnh, vừa tăng ca vừa cảm cúm, tôi chính là người xui xẻo nhất thế giới! Tất cả những chuyện xui xẻo đều đến với tôi!",Overgeneralization,1
"Chú chó nhỏ mà bạn tận tâm chăm sóc đã qua đời, bạn cảm thấy vô cùng đau buồn.","Chú chó nhỏ yêu quý nhất đã rời xa tôi, tôi không tìm thấy niềm vui trong bất kỳ việc gì, tôi đã cố gắng và thất bại, tôi dường như không tìm thấy bất kỳ niềm vui nào.",Overgeneralization,1
"Gần đây bạn bị gãy xương, mỗi lần đều phải có bạn bè đưa xuống lầu, đưa bạn đến lớp.",Xuống lầu cũng phải nhờ bạn bè giúp đỡ thật vô dụng.,Labeling and Mislabeling,1
Bạn phát hiện ra rằng PPT mà bạn đã vất vả làm đã không được lưu lại.,"Một chuyện nhỏ nhặt như vậy cũng có thể mang lại cho tôi nỗi đau lớn đến thế, quả nhiên cuộc đời đầy rẫy khổ đau.",Overgeneralization,1
"Bạn cảm thấy khả năng diễn đạt của mình kém, dễ nói sai.","Hôm qua tôi thất bại trong buổi thuyết trình tập thể lớp xuất sắc, tất cả là do khả năng diễn đạt của tôi quá kém.",Personalization,1
"Bạn cảm thấy các bạn cùng phòng dường như luôn có mối quan hệ tốt đẹp, nhưng bạn không thể hòa nhập.",Tôi đã làm gì sai mà bị mọi người xa lánh khắp nơi?,Personalization,1
"Bạn là một bác sĩ, bệnh nhân đến gây rối.","Bệnh nhân đến gây rối chắc hẳn cũng có nỗi khổ tâm, tôi là bác sĩ cần phải giao tiếp lý trí với họ, không thể để sự việc leo thang.",Non-distorted,0
"Bạn bị cưỡng ép chụp ảnh khỏa thân, bạn rất đau khổ, không dám nói với ai.","Đàn ông đều là những kẻ xấu! Họ dùng lời đường mật để lừa dối bạn, tất cả đàn ông đều không tốt!",Overgeneralization,1
"Bạn mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn ở cổ họng.","Chỉ là nuốt vào rồi nôn ra, nếu không nhanh như vậy thì có lẽ đã nguy hiểm rồi, xem ra tôi thực sự rất may mắn.",Non-distorted,0
"Bạn cố gắng học tập, mong đợi đạt kết quả tốt, nhưng bạn chỉ vừa đủ điểm đỗ.","Tôi đã rất chăm chỉ rồi, nhưng mọi môn học đều tệ hại, tại sao lại như vậy chứ. Chắc chắn tôi không hợp với việc học.",Personalization,1
"Bạn tái hôn, hai người con riêng không chịu gọi bạn là “cha”, nói rằng bạn không phải là cha của chúng, không phục sự quản lý của bạn.","Tôi là người thừa trong gia đình, không những không có địa vị, mà còn không rõ vai trò của mình.",Labeling and Mislabeling,1
"Bạn cố gắng học tập, mong đợi đạt kết quả tốt, nhưng bạn chỉ vừa đủ điểm đỗ.","Bạn học sẽ coi thường tôi, nghĩ tôi là một kẻ ngốc, cố gắng như vậy mà vẫn chỉ được có chừng đó điểm. Họ chắc chắn sẽ cho rằng tôi không có giá trị.",Mind Reading,1
"Bạn đang giảm cân, nhưng bạn đã lén ăn một cái bánh quy, bạn vô cùng hối hận.","Ai cũng có lúc không kiềm chế được bản thân, bây giờ bắt đầu tiếp tục nỗ lực giảm cân.",Non-distorted,0
"Hẹn bạn đi chơi bóng rổ, đến giờ anh ấy lại không đến.","Anh ấy vẫn chưa đến, xem ra, sau này anh ấy không muốn chơi với tôi nữa, anh ấy không muốn có tôi làm bạn nữa rồi. Anh ấy chắc chắn ghét tôi rồi.",Mind Reading,1
Người khác nói bạn trông không được khỏe như thể người khác nợ tiền bạn.,"Tôi thực sự không hiểu làm thế nào để hòa hợp với anh ấy, sau này anh ấy chắc chắn sẽ tiếp tục nói những câu đùa như vậy.",Overgeneralization,1
"Bạn và đồng nghiệp cùng làm việc, bạn cảm thấy gánh nặng của mình nặng hơn, còn họ thì nhẹ hơn.","Có chút không cân bằng, có lẽ là do tôi nhầm lẫn, có thể các nhiệm vụ được phân công thực tế làm việc cũng tương tự nhau.",Non-distorted,0
"Hai đứa trẻ không có bạn ở bên chăm sóc, hướng dẫn, dần dần phát sinh vấn đề hành vi, bài vở ở trường cũng không đạt điểm.","Tôi là một người cha thất bại, không có khả năng dạy dỗ con cái nên người.",Personalization,1
"Gần đây công việc bận rộn, bạn cảm thấy chóng mặt.","Tôi muốn làm nhưng lại không thể không làm, nếu lần này không làm tốt, tôi chắc chắn sẽ mất việc.",Emotional Reasoning,1
"Bạn bè rủ bạn đi ăn, nhưng lúc đó bạn thực sự đã có hẹn rồi.","Tôi là một kẻ xấu xa làm tổn thương người khác, làm sao tôi có thể nhẫn tâm từ chối lời mời của người khác chứ?",Labeling and Mislabeling,1
"Gần đây công việc rất bận rộn, con bạn bị bỏ bê, bạn cảm thấy thiếu sự đồng hành với con.","Tôi không thể cân bằng mối quan hệ giữa con cái và công việc, điều này thực sự quá khó khăn, tôi không thể làm được, vì vậy chỉ có thể làm khổ con tôi.",All-or-Nothing Thinking,1
Người yêu của bạn đã qua đời một thời gian trước do tai nạn.,"Vợ đi đột ngột như vậy, bố mẹ vợ chắc chắn sẽ trách tôi đã không bảo vệ được cô ấy.",Mind Reading,1
Gần đây có tình trạng mất ngủ.,"Mất ngủ liên tục mấy đêm rồi! Thật đau khổ, mấy ngày nay ngủ đến muốn khóc. Tình trạng này chắc chắn sẽ kéo dài rất lâu, cuộc đời tôi cứ thế mà bị hủy hoại.",Fortune-telling,1
"Bạn cảm thấy khả năng diễn đạt của mình kém, dễ nói sai.","Tôi nên chú ý đến bản thân mình, tránh nói sai làm tổn thương người khác.",Non-distorted,0
"Gần đây bạn cảm thấy đôi khi đứng dậy là chóng mặt, cảm giác đầu nặng chân nhẹ.","Không biết gần đây sao cứ như vậy, đi bệnh viện kiểm tra đi, sẽ yên tâm hơn.",Non-distorted,0
"Tham gia cuộc thi hùng biện của trường, cảm thấy thể hiện rất tốt nhưng thứ hạng lại thấp.",Tôi căn bản không phải là người có khả năng hùng biện.,Emotional Reasoning,1
"Bạn và đồng nghiệp cùng làm việc, bạn cảm thấy gánh nặng của mình nặng hơn, còn họ thì nhẹ hơn.","Ông chủ sắp xếp cho tôi nhiều nhiệm vụ như vậy, chắc chắn là muốn cất nhắc tôi, không ngờ ông chủ lại coi trọng tôi đến vậy hahaha.",Non-distorted,0
"Dịch bệnh không nhanh chóng qua đi, trở thành một trạng thái bình thường mới.","Dịch bệnh sẽ không kết thúc, cuộc đời tôi cuối cùng sẽ trôi qua trong dịch bệnh.",Fortune-telling,1
"Bố mẹ đều sắp sáu mươi tuổi, quanh năm làm nông đều bị bệnh tật, gần đây thường nói rất mệt mỏi.","Tôi đã lớn như vậy rồi mà vẫn khiến bố mẹ mệt mỏi, tôi thật vô dụng, cuộc đời tôi thật thất bại.",All-or-Nothing Thinking,1
"Bạn nhận ra rằng bạn bè của mình dường như đều đã tìm được bạn đời, nhưng bạn vẫn cô đơn.","Tôi cũng sẽ tìm được bạn đời của mình, đó chỉ là vấn đề thời gian.",Non-distorted,0
"Để giúp đứa trẻ này cải thiện thành tích, bạn đã kèm cặp một thời gian, đứa trẻ đạt 76 điểm, bạn vẫn không hài lòng với kết quả này.","Thấy con nhà người ta đứa nào cũng giỏi hơn đứa nào, chắc chắn các bậc phụ huynh khác đang nghĩ, xem kìa *** cha mẹ nó lại là giáo viên mà thành tích lại tệ như vậy, thật khiến tôi mất mặt.",Mind Reading,1
Tài liệu ôn tập bạn chuẩn bị hoàn toàn không khớp với đề thi.,"Sau này tôi không cần ôn thi nữa, dù sao ôn cũng không thi, phí thời gian đó làm gì cho mệt.",Overgeneralization,1
"Bạn đang giảm cân, nhưng bạn đã lén ăn một cái bánh quy, bạn vô cùng hối hận.","Làm sao tôi biết được tôi đang giảm cân mà vẫn không thể kiềm chế được, sao tôi có thể như vậy, tôi thật tội lỗi.",Personalization,1
"Khi bạn đang nói chuyện với ai đó, điện thoại của họ reo, nhưng họ không nhấc máy.","Anh ấy rất coi trọng cuộc nói chuyện với tôi, đây là biểu hiện của sự tôn trọng dành cho tôi.",Non-distorted,0
"Bạn là một giáo viên, có một đứa trẻ ở trường không vâng lời, gây rối trong lớp.","Trường học cũng không quản được lũ trẻ này, sau này ra xã hội thì không biết sẽ thế nào, chúng sẽ trở thành tệ nạn xã hội.",Overgeneralization,1
"Dịch bệnh không nhanh chóng qua đi, trở thành một trạng thái bình thường mới.","Bây giờ thuốc ở hiệu thuốc cũng khó mua, cuộc sống như thế này bao giờ mới kết thúc? Thật sự thà cứ ở nhà nằm dài còn hơn.",Emotional Reasoning,1
"Tết đến, trong bữa cơm tất niên, những người cùng lứa với bạn đều có tiết mục biểu diễn, bạn chỉ có thể cắm mặt ăn.","Bạn bè cùng tuổi của tôi chắc chắn đều coi thường tôi, nghĩ rằng tôi chẳng là gì cả.",Mind Reading,1
"Bạn đang đi trên đường, một chiếc xe tải đi qua làm bắn tung tóe nước lên người bạn.","Tôi không thể bắt chước cách lái xe của anh ta, điều đó sẽ chỉ thu hút sự chỉ trích của người khác.",Non-distorted,0
"Ông chủ quyết định giảm lương tất cả nhân viên, bạn cảm thấy rất buồn.","Trời ơi, tháng này giảm lương, tháng sau chắc chắn là sa thải rồi, hiệu suất của tôi năm nay cũng không tốt lắm, lần này chắc chắn là sẽ đuổi việc tôi! Phải làm sao đây, bây giờ áp lực cạnh tranh lớn như vậy, tôi tìm việc mới ở đâu đây?",Fortune-telling,1
"Bạn thấy người khác cuối tuần cùng nhau đi chơi, nhưng không ai rủ bạn đi.","Tôi và họ không có chủ đề chung, nên không rủ tôi đi chơi cũng là vì tôi không hòa đồng.",Personalization,1
"Gần đây bạn cảm thấy việc học hơi khó khăn, bài luận viết khiến bạn đau đầu, giáo viên đã tìm bạn nhiều lần vì bài luận.","Cả thế giới đang làm khó tôi, học hành không thuận lợi, giáo viên thì nghiêm khắc, sống thật vô vị.",Emotional Reasoning,1
"Bạn đã sống trong một gia đình có điều kiện kinh tế khó khăn, thu nhập của bố mẹ không cao.","Tất cả là do bố mẹ vì tôi đi học, luôn muốn_tôi có nguồn giáo dục tốt nhất nên gia đình chúng tôi mới như thế này, tất cả là do tôi đã làm phiền họ.",Personalization,1
"Bố mẹ luôn so sánh bạn với những đứa trẻ khác, bạn cảm thấy rất khó chịu.","Tôi muốn nhanh chóng lớn lên, để có thể thoát khỏi họ.",Non-distorted,0
"Những người xung quanh đã nói bí mật bạn thích một bạn nam lớp bên cạnh cho người khác biết, và điều đó đã đến tai bạn.","Họ rõ ràng đã hứa sẽ giữ bí mật, bây giờ lại làm chuyện như vậy, thật tức giận và buồn bã.",Non-distorted,0
"Bạn và đồng nghiệp cùng làm việc, bạn cảm thấy gánh nặng của mình nặng hơn, còn họ thì nhẹ hơn.","Làm nghề của chúng tôi không có cách nào khác, vào công ty càng muộn thì càng phải làm nhiều.",Non-distorted,0
"Bạn học kém, dù đã rất cố gắng học tập nhưng kết quả vẫn không như ý.","Không thi được điểm tốt thì làm sao đối mặt với bố mẹ, họ đặt kỳ vọng cao vào tôi như vậy, tôi muốn tìm một cái hố chôn mình, mãi mãi không bị phát hiện.",All-or-Nothing Thinking,1
"Các bạn học đều đã ra ngoài, bạn ở một mình trong lớp học, cảm thấy hơi cô đơn.","Con người luôn phải có lúc một mình, tôi có thể tự tìm niềm vui cho mình.",Non-distorted,0
"Bạn và bố mẹ cãi nhau lớn, sau đó bố mẹ rất buồn, bạn cảm thấy rất hối lỗi.","Sao tôi có thể đối xử với bố mẹ như vậy chứ, tất cả là do tôi, không liên quan gì đến bố mẹ cả.",Personalization,1
"Bạn làm việc vất vả, đồng nghiệp trực tiếp nhận công lao.","Tất cả là do anh ta, chắc chắn là do anh ta dùng thủ đoạn gì đó để khiến tôi lấy anh ta, tôi sẽ không bao giờ thoát khỏi sự kiểm soát của anh ta.",Mind Reading,1
"Bạn cảm thấy các bạn cùng phòng dường như luôn có mối quan hệ tốt đẹp, nhưng bạn không thể hòa nhập.","Tôi giống như một người ngoài cuộc trong căn phòng, cảm thấy mình vô dụng đối với bất kỳ ai.",Overgeneralization,1
"Bạn và đồng nghiệp cùng làm việc, bạn cảm thấy gánh nặng của mình nặng hơn, còn họ thì nhẹ hơn.","Rèn luyện năng lực làm việc của tôi, rất tốt, người có năng lực làm nhiều hơn mà, dù là bị ép buộc.",Non-distorted,0
"Bạn là một bác sĩ, bệnh nhân đến gây rối.","Anh ấy chắc chắn nghĩ tôi vô dụng, không chữa khỏi bệnh nhân lại còn không xoa dịu được cảm xúc của bệnh nhân, sắp bị giáng chức rồi.",Fortune-telling,1
"Bạn cảm thấy ở vị trí công việc, đồng nghiệp mỗi ngày đều rất nỗ lực, điều đó tạo áp lực cho bạn.","Tôi chán rồi, không thể giải quyết được nữa, thà cứ để nó phát triển.",Non-distorted,0
Thường xuyên tăng ca khiến bạn cảm thấy quá khó chịu.,Tôi là một kẻ xui xẻo trong công việc chỉ có thể tăng ca.,Labeling and Mislabeling,1
Gần đây có tình trạng mất ngủ vào ban đêm.,"Có tình trạng mất ngủ vào ban đêm, có lẽ cơ thể tôi đã xảy ra vấn đề gì đó.",Fortune-telling,1
"Mắt có triệu chứng khô mắt, bác sĩ khuyên bạn không nên tiếp xúc với màn hình điện tử, bạn rất bực bội.","Không được chơi điện thoại?! Vậy cuộc đời tôi còn ý nghĩa gì nữa! Tôi phải chơi game, phải lướt video, nếu không tôi sẽ chết mất.",All-or-Nothing Thinking,1
"Bố mẹ thúc giục bạn kết hôn sinh con, bạn cảm thấy rất phiền.","Tôi không thích Bắc Kinh, nhưng bố mẹ tôi rất thích Bắc Kinh, tôi rất phiền não.",Non-distorted,0
Bạn phát hiện ra mình không phải là con ruột của bố mẹ.,"Tôi đã nói tại sao hàng xóm mỗi lần nhìn tôi đều có ánh mắt kỳ lạ, họ chắc chắn là vì tôi là con nuôi nên mới nhìn tôi như vậy.",Mind Reading,1
"Bạn cảm thấy khả năng diễn đạt của mình kém, dễ nói sai.","Tôi cảm thấy sợ hãi, việc thể hiện bản thân trước người khác thật đáng sợ, tôi không thể cải thiện khả năng diễn đạt của mình.",Emotional Reasoning,1
"Bạn và bạn bè thường xuyên ăn cơm cùng nhau, đột nhiên một ngày cô ấy không đến tìm bạn ăn cơm.",Có phải ai đó đã nói xấu tôi sau lưng để gây chia rẽ giữa chúng tôi không?,Fortune-telling,1
"Bạn và bố mẹ cãi nhau lớn, sau đó bố mẹ rất buồn, bạn cảm thấy rất hối lỗi.","Sao tôi có thể bất hiếu như vậy chứ, lại dám làm tổn thương bố mẹ mình, tôi đáng chết, tôi là một đứa con bất hiếu.",Labeling and Mislabeling,1
"Gần đây bạn mang thai, cảm thấy rất khó chịu.","Em bé của tôi sau này cũng không biết tôi khó chịu đến mức nào, thà không sinh còn hơn.",Fortune-telling,1
"Trong một hoặc hai tháng qua, tôi thức giấc ít nhất một lần mỗi tuần vì đau lưng.","Cơn đau dường như đã định sẽ đi cùng tôi suốt đời, tôi cảm thấy mình bị cơn đau kiểm soát, tôi không thể thoát khỏi nó.",Overgeneralization,1
"Bạn cố gắng an ủi bạn bè, nhưng bạn bè lại càng giận hơn.","Tính cách khác thường của tôi khiến anh ấy cảm thấy không thoải mái, tôi nên chú ý đến cảm xúc của anh ấy hơn, những cuộc cãi vã này đều do tôi gây ra.",Personalization,1
Bạn và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn.,"Ngày nào cũng phải cãi nhau với bạn cùng phòng về chuyện này chuyện kia, không chịu nổi nữa! Tôi phải đi tìm cô chủ nhiệm đổi phòng!",Non-distorted,0
"Ăn nhiều đồ ăn calo cao, cân nặng vẫn không giảm được.","Tôi cả đời này sẽ béo như vậy, tôi không thể giảm cân và kiểm soát bản thân, tôi sẽ sống cuộc đời xấu xí như vậy.",Overgeneralization,1
Liên tục hai tuần không nhận được tin nhắn hay điện thoại.,"Tất cả bạn bè bao nhiêu năm nay đều không quan tâm tôi buồn, ngay cả bạn cũng không quan tâm tôi buồn.",Overgeneralization,1
Người thân yêu nhất của bạn không may qua đời.,"Đối mặt với cái chết của người thân thật sự quá khó khăn, tôi không muốn đối mặt với sự chia ly nữa, mãi mãi không muốn, tôi muốn những người xung quanh tôi không rời xa tôi, không ai sẽ rời bỏ tôi.",Emotional Reasoning,1
"Bạn không phải là một đứa trẻ xinh đẹp, bạn cảm thấy hơi tự ti.","Tôi rất xấu xí, dù tập luyện nhiều cũng không thể thực sự cải thiện điều đó.",Personalization,1
"Gần đây công việc bận rộn, bạn cảm thấy chóng mặt.","Cứ làm việc là tôi lại chóng mặt, thà về nhà nghỉ ngơi còn hơn, tôi hoàn toàn không thể thích nghi với công việc này.",Emotional Reasoning,1
"Bạn cảm thấy các bạn cùng phòng dường như luôn có mối quan hệ tốt đẹp, nhưng bạn không thể hòa nhập.","Những người tôi quen có thể thích tôi lúc đầu, nhưng theo thời gian, họ có thể không còn muốn ở bên tôi nữa.",Overgeneralization,1
"Bạn đang giảm cân, nhưng bạn đã lén ăn một cái bánh quy, bạn vô cùng hối hận.","Nếu tôi ăn thêm một miếng nữa, tôi sẽ hoàn toàn sa đọa thành một con heo.",All-or-Nothing Thinking,1
"Đột nhiên thức dậy lúc 3 giờ sáng, bạn vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng.",Tôi là một người bị suy nhược thần kinh và dễ mất ngủ.,Labeling and Mislabeling,1
Gần đây bạn phát hiện ra WeChat của người thứ ba trong điện thoại của bố bạn.,"Khi ngay cả cha cũng không thể chấp nhận tôi, tôi cảm thấy con đường tương lai giống như một con hẻm cụt không có ánh sáng.",All-or-Nothing Thinking,1
"Mắt có triệu chứng khô mắt, bác sĩ khuyên bạn không nên tiếp xúc với màn hình điện tử, bạn rất bực bội.","Đây là lần đầu tiên tôi nghe nói sử dụng màn hình điện tử lâu có triệu chứng xấu như vậy, sau này phải chú ý bảo vệ mắt rồi.",Non-distorted,0
"Bạn bị cưỡng ép chụp ảnh khỏa thân, bạn rất đau khổ, không dám nói với ai.","Tôi không muốn nói chuyện này với bất kỳ ai, họ sẽ chỉ nhìn tôi, quan tâm giả dối, tưởng tượng ra cảnh tôi lúc đó thảm hại thế nào, tôi sợ hãi, tôi không muốn.",Fortune-telling,1
Bạn phát hiện bạn cùng phòng dường như đang âm thầm ganh đua với bạn.,"Chào mừng sự cạnh tranh, đúng lúc tôi cũng hơi lười, như vậy vừa hay thúc đẩy tôi đầu tư vào bản thân.",Non-distorted,0
"Bạn học kém, dù đã rất cố gắng học tập nhưng kết quả vẫn không như ý.","Dù sao cũng không thi tốt được, sau này sẽ không cố gắng học nữa.",Emotional Reasoning,1
"Căn hộ bạn đang ở đột nhiên bị sập, bạn không có nhà.","Thật là xui xẻo quá, nhưng đã gặp phải rồi, ngoài việc tự nhận mình xui xẻo ra thì cũng không còn cách nào khác.",Non-distorted,0
"Bố mẹ đều sắp sáu mươi tuổi, quanh năm làm nông đều bị bệnh tật, gần đây thường nói rất mệt mỏi.","Tất cả là vì tôi, nếu không phải để tôi có cuộc sống tốt đẹp, họ cũng không cần phải vất vả như vậy.",Personalization,1
"Mẹ chồng chê bạn vụng về, không đủ khéo léo.","Sống là sống với chồng chứ không phải với mẹ chồng, mẹ chồng nghĩ sao cũng không quan trọng.",Non-distorted,0
"Bạn mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn ở cổ họng.","Tôi vừa bị kẹt, bạn học đã cười, anh ấy chắc chắn đang chế nhạo tôi, tôi biết anh ấy luôn coi thường tôi, tôi sẽ không bao giờ muốn nói chuyện với anh ấy nữa.",Mind Reading,1
"Đi trên đường, một con chó hoang lao đến cắn bạn.","Thật là xui xẻo! Trên đời này không có con chó nào tốt, toàn là chó chết chỉ biết cắn người!",Overgeneralization,1
"Hội nhóm bạn tham gia cũng không kết bạn được, không có người quen.","Tôi đã đoán trước được kết quả này rồi, đáng lẽ không nên tham gia hội nhóm nào cả, đây chẳng phải là nơi hình thành bè phái sao?",Overgeneralization,1
Người bạn đời của bạn đã qua đời vì tai nạn cách đây một thời gian.,"Sau khi anh ấy ra đi, tôi luôn mang kính của anh ấy bên mình, để xoa dịu nỗi đau trong lòng, tôi bắt đầu một mình lái xe đi khắp nơi, ngắm nhìn phong cảnh trần gian, đây là điều chúng tôi luôn muốn làm nhưng chưa kịp làm. Mỗi khi đến một nơi, tôi đều đeo kính của anh ấy, như thể anh ấy cũng đang cùng tôi ngắm nhìn vạn sông núi này.",Non-distorted,0
"Bạn cố gắng an ủi bạn bè, nhưng bạn bè lại càng tức giận hơn.","Anh ấy có phải đang tức giận điều gì liên quan đến tôi không, anh ấy chỉ không nói với tôi, nhưng thực ra trong lòng đang trách móc tôi.",Mind Reading,1
"Bạn là người đồng tính, bạn cảm thấy rất bị kìm nén, không có ai xung quanh hiểu bạn.","Những người xung quanh không hiểu tôi không có nghĩa là tất cả mọi người đều không hiểu tôi, việc những người xung quanh không hiểu tôi chỉ là cảm nhận chủ quan của tôi mà thôi.",Non-distorted,0
"Để giúp đứa trẻ này cải thiện thành tích, bạn đã kèm cặp một thời gian, đứa trẻ đạt 70 điểm, bạn vẫn không hài lòng với kết quả này.","Nếu có thể hướng dẫn con sớm hơn, có lẽ điểm số của con sẽ được cải thiện, mọi lỗi lầm đều do sự sơ suất của tôi.",Personalization,1
Bạn phát hiện ra bản trình chiếu PPT mà bạn đã cất công làm không được lưu lại.,"Từ lúc bắt đầu làm PPT đã có trục trặc, dự án này sớm muộn gì cũng hỏng, chắc chắn không thể thực hiện được.",Fortune-telling,1
"Đồng nghiệp của bạn nói chuyện không mấy chú ý, thường xuyên tìm chuyện để nói và nói những lời khó nghe.","Tất cả là do lúc đó tôi đã không nhìn rõ anh ta mà kết bạn với anh ta, bây giờ hối hận thì cũng tại tôi.",Personalization,1
"Bạn tưởng mình có thể được bảo lưu cao học, nhưng cuối cùng danh sách công bố không có tên bạn.","Không được bảo lưu cao học, tìm việc cũng không có hy vọng, thi cao học cũng không thể, tôi còn làm được gì nữa, cuộc đời này cứ thế này thôi.",All-or-Nothing Thinking,1
"Thật không may, gần đây bạn cảm thấy rất khó chịu, vẫn chưa tìm ra bệnh cụ thể.","Tôi cảm thấy mình bị mắc kẹt trong nỗi đau của chính mình, tôi không thể nói với bất cứ ai, vì họ sẽ đưa tôi vào bệnh viện tâm thần.",Fortune-telling,1
"Dự án giáo viên giao cho bạn, bạn không đẩy nhanh tiến độ đúng hẹn, bị giáo viên phê bình.","Việc không tiến triển theo kế hoạch là trách nhiệm của bản thân tôi, giáo viên cũng có kỳ vọng vào tôi.",Non-distorted,0
"Hỏa hoạn xảy ra, tài sản của bạn bị thiêu rụi.","Sao mọi chuyện xui xẻo đều xảy ra với tôi thế này, đúng là họa vô đơn chí.",Emotional Reasoning,1
"Con chó nhỏ bạn chăm sóc cẩn thận đã qua đời, bạn cảm thấy rất buồn và đau khổ.","Nếu bạn gái biết chú chó nhỏ mà cô ấy yêu quý đã chết, chắc chắn cô ấy sẽ trách tôi đã không chăm sóc tốt cho nó.",Non-distorted,0
"Bố thường lấy lý do công việc bận rộn để ở lại trường đại học làm việc, ngay cả cuối tuần cũng ít về nhà.","Tôi là một đứa trẻ hư, không ai quan tâm, vô năng và bất lực.",Labeling and Mislabeling,1
"Bố mẹ gần đây đang cãi nhau, không quan tâm nhiều đến bạn.","Tôi không thể giải quyết vấn đề cãi vã của bố mẹ, tôi không tốt chút nào.",All-or-Nothing Thinking,1
"Mẹ và tôi thảo luận về kế hoạch tương lai, mẹ đưa ra nhiều kế hoạch và bày tỏ sự lo lắng về hiện trạng, nhưng có một số kế hoạch tôi không đồng tình lắm.","Cuộc đời tôi còn hy vọng gì nữa, sẽ mãi mãi sống dưới cái bóng của cô ấy, không thể thoát ra.",Fortune-telling,1
"Cấp trên giao cho bạn khối lượng công việc vượt xa khả năng của bạn, bạn cảm thấy quá mệt mỏi.",Tôi mệt rồi. Mệt mỏi vì cố gắng nhưng thấy ít kết quả. Mệt mỏi vì thất bại và như một kẻ thua cuộc.,Labeling and Mislabeling,1
"Bạn cùng phòng của bạn mỗi ngày đều đi học rất sớm, bạn cảm thấy áp lực rất lớn.","Bạn cùng phòng lén lút học mà không rủ tôi, thật không có tình nghĩa, không phải bạn bè.",Non-distorted,0
"Bạn và bạn bè thường xuyên ăn tối cùng nhau, bỗng một ngày cô ấy không đến tìm bạn ăn nữa.","Bây giờ ngay cả người bạn thân nhất của tôi cũng có thể im lặng bỏ đi, sau này chẳng phải tất cả mọi người đều sẽ như vậy sao?",Overgeneralization,1
"Bạn phát hiện mình bị u não, rất hoang mang, cảm thấy rất sợ hãi.","Chắc chắn sẽ tốn rất nhiều tiền để chữa bệnh, người nhà tôi sẽ nghĩ tôi là gánh nặng.",Mind Reading,1
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Đầu tư thất bại rồi, tôi không còn gì cả, tôi mất hết rồi, bây giờ tôi sống không bằng chết.",All-or-Nothing Thinking,1
"Bạn và bạn cùng phòng có thói quen sinh hoạt khác biệt lớn, nảy sinh mâu thuẫn vì những chuyện vặt vãnh hàng ngày.","Tôi nên hỏi rõ anh ấy tại sao lại nhắm vào tôi, anh ấy ghen tị với tôi nên mới đối xử với tôi như vậy sao.",Mind Reading,1
"Bạn tham gia câu lạc bộ cũng không kết bạn được, không có người quen nào.","Ở đây tôi không có người quen cũng không có bạn bè, sau này tôi sẽ mãi mãi cô đơn một mình.",Overgeneralization,1
"Đồng nghiệp của bạn, cùng vào công ty một năm, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Tôi chỉ muốn làm việc tốt, tôi không muốn gặp phải những chuyện phiền phức như vậy khi làm việc.",Non-distorted,0
"Thật không may, gần đây bạn cảm thấy rất khó chịu, vẫn chưa tìm ra bệnh cụ thể.","Tôi quyết tâm vực dậy, kiên trì sống một cuộc sống tốt đẹp.",Non-distorted,0
"Bạn phát hiện mình bị u não, rất hoang mang, cảm thấy rất sợ hãi.",Tôi là người chọn ăn mì ý nguyên vị chứ không cho sốt lên trên.,Non-distorted,0
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Lần này không còn một xu nào cả, cuộc sống trong thời gian tới không biết phải làm sao đây, haiz.",Fortune-telling,1
"Công ty bạn từng làm ăn không hiệu quả đã phá sản, nên bạn đã không có việc làm nửa năm rồi.","Công ty cũng phá sản, việc làm cũng mãi không tìm được, cuộc sống của tôi luôn gian nan trắc trở như vậy, không có việc gì thuận lợi.",Overgeneralization,1
"Thật không may, gần đây bạn cảm thấy rất khó chịu, vẫn chưa tìm ra bệnh cụ thể.","Tôi đã đi đến bệnh viện nổi tiếng nhất tỉnh chúng tôi mà vẫn không tìm ra vấn đề, tôi cảm thấy suy sụp và tuyệt vọng, bệnh của tôi không ai có thể chữa khỏi.",All-or-Nothing Thinking,1
"Bạn bị chuột rút khi bơi, cảm thấy hơi buồn.","Bị chuột rút, không bơi được nữa, cảm thấy thật đáng tiếc.",Non-distorted,0
"Bạn đang cố gắng ôn thi cao học, lúc này bạn gái bạn phàn nàn rằng bạn gần đây đã bỏ bê cô ấy.","Yêu đương thật là một chuyện tốn công tốn sức, chỉ sẽ trở thành chướng ngại vật trên con đường tiến lên của tôi.",Overgeneralization,1
