Num,场景,思维,标签
4696,你一个室友每天晚上打游戏，很影响我学习，我跟她说了之后她还跟我吵架,要不还是下次去图书馆或者自习室学吧，宿舍本来也不是学习的地方,非扭曲
4697,你和同学在网吧打游戏，老师突然进来把你抓住了。,但凡我想干的事都会被会被否定，这世界根本容不下我。,过度泛化
4698,你在公司内一个人负担了很多项目，你很恼火。,怎么这么多事情啊，烦死了，我一定得去老板办公室提出抗议实在不行就辞职,情绪化推理
4699,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,我连吃鸭脖都会噎到，这都是我太蠢，无法妥善处理自己的行为。,个人化归责
4700,点的外卖被偷了。,我已经沦落到连外卖都会被偷的境地了吗，我的人生真失败啊。,非黑即白
4701,很不幸，你最近很难受，还没查出来具体疾病。,我可能真的犯了很多错误，这才导致了我的疾病。,个人化归责
4702,你被家人的冷暴力逼到一个爆炸的临界点，不受控制地歇斯底里。,发泄出来也好，我也需要让他知道我生气了，不然他不会知道自己有多过分,非扭曲
4703,同事评绩效结果，你垫底了。,我以后该怎样做才能不再垫底,情绪化推理
4704,你和同学在网吧打游戏，老师突然进来把你抓住了。,打个游戏也打不痛快，就这点小事还要来折腾，全都毁灭吧，真没意思。,情绪化推理
4705,你发现自己的朋友好像都慢慢找到了伴侣，但你还是一个人。,我在无限放大我的缺点，我太丑了，一瞬间我的自卑感被无限放大，我觉得我的世界糟糕透了,非黑即白
4706,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,所有作息不规律的恶果都找上门来，这都是我的问题,个人化归责
4707,我最近因为疫情，你的蛋糕店经营不是很好。,多么可惜，我的蛋糕店因为疫情而经营失败了。,非扭曲
4708,你感觉有的时候老师还没读完，你的同学就知道正确答案了。,不过是个癞蛤蟆还总想被老师同学认可，我这么没用根本没有任何机会。,乱贴标签
4709,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,诶，都是上次小组工作，因为我没回答好问题大家都被罚了，所以这次才会给我分配更多吧。要不是我上次疏忽大意，也不会现在这样辛苦劳累。当时再冷静一点就好了，都是因为我性子太急躁、沉不下心来，都是我的错,个人化归责
4710,老板决定降低你们所有员工的薪水，你感到很难过。,我没法在这家公司再继续呆下去了，这个老板这么凉薄，迟早有一天会背刺我们,算命
4711,运动会到了，你摔断了自己的腿,果然，一到这种活动的时候，一定会出一点什么事，这在我身上都已经快要成定律了,情绪化推理
4712,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,我注定不会遇见白马王子，因为我根本不是个公主，而是公主身边的女仆，哪有机会遇见什么王子？,非黑即白
4713,你觉得很难集中注意力，学习效率也很低，整天脑袋空空的,上网找一找集中注意力的方法，我要及时调整状态，马上就要考试了。,非扭曲
4714,你看到别人周末一起出去玩，却没有人叫你出去玩。,什么？竟然没有招呼我，看来下次我要打直球主动约一波了！,非扭曲
4715,你童年时，有一个人对你实施了侵犯，你一直对此耿耿于怀。,他们肯定都在背后议论我，觉得我不自爱,读心术
4716,老板希望你在某些关键数据造假，你拒绝了,不出意外的话接下来老板一定就要辞退我然后全行业封杀我了，电视剧都是这么演的,情绪化推理
4717,你的同事，同一年进公司，你感觉她总喜欢压你一头,我和她并无瓜葛，只是因为我是个软弱的人，所以她会处处针对我。,个人化归责
4718,工作最近比较忙，你却得了感冒。,怎么这么倒霉啊！屋漏偏逢连夜雨，又是加班又是感冒，我就是世界上最倒霉的人！所有倒霉的事全让我遇着了！,过度泛化
4719,你精心饲养的小狗去世了，你感到非常伤心难过。,最最心爱的小狗离我而去了，我在任何事情上都找不到快乐，我一直在尝试和失败，我似乎找不到任何乐趣。,过度泛化
4720,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,下楼都要朋友帮我真是太废物了,乱贴标签
4721,你发现你辛辛苦苦做的PPT，自己没有保存下来。,里面一件小事就能给我带来这么大的痛苦，果然人生就是充满了痛苦。,过度泛化
4722,你感觉自己表达能力很差，容易说错话,昨天参加优秀班集体答辩失败了，都怪我自己表达能力太差了。,个人化归责
4723,你觉得室友好像天天关系很好，但你无法融入。,我到底做错了什么要被人处处排挤,个人化归责
4724,你是一名医生，患者来医闹了。,患者来闹事一定也有苦衷，我作为医生要与他理性沟通，不能让事态加剧。,非扭曲
4725,你被强行拍了裸照，你很难受，不敢告诉其他人。,男人都是坏人！他们用花言巧语哄你，就是为了欺骗你，所有的男人都不是好东西！,过度泛化
4726,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,只是吃进去就吐出来了，如果没那么快可能就危险了，看来我真的挺有运气的。,非扭曲
4727,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,我很用功了啊，可是每门课都考得稀巴烂，为什么会这样啊。我一定不适合学习。,个人化归责
4728,你再婚了，两个继子都不肯喊你“爸爸”，说你根本就不是他们的父亲，不服他管教，,我是家庭里的多余分子，不但没地位，也弄不清楚自己扮演的角色。,乱贴标签
4729,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,同学会看不起我，觉得我是个傻子吧，这么努力却还是只考这么一点分。他们肯定认为我没有价值。,读心术
4730,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,谁都有管不住自己的时候，现在开始继续努力减肥,非扭曲
4731,和同学约好去打篮球，到点了他却没有来。,他现在都还没有来，看来，以后他是不愿意跟我一起完了，他不想有我这个朋友了。他肯定是讨厌我了。,读心术
4732,别人说你脸色不好仿佛别人欠了你的钱,我真是搞不懂怎么和他相处，以后这种玩笑他肯定还会开,过度泛化
4733,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,有一丢丢的不平衡，或许是我的错觉，可能大家分配到的任务实际上做起来是差不多的·,非扭曲
4734,两个孩子没有你在旁照顾、督导，慢慢发生了行为问题，学校功课也不及格。,我就是个失败的爸爸，没有教导孩子学好的能力,个人化归责
4735,最近工作繁忙，你觉得头晕。,我想干但是又不得不干，要是这次没干好的话，我肯定会因此丢了饭碗。,情绪化推理
4736,朋友约你出去吃饭，但此时实际上你已经有约了。,我就是个伤害别人的坏东西，我怎么忍心拒绝别人的邀请呀,乱贴标签
4737,最近工作很忙，你的孩子疏于照顾，你感觉缺少了对孩子的陪伴。,我没法平衡孩子和工作之间的关系的，这实在太难了，我做不到，所以只能委屈我的孩子了,非黑即白
4738,你爱人前段时候意外去世了。,妻子走得这么突然，岳父岳母肯定会怪我没有保护好她的吧,读心术
4739,最近晚上有失眠的情况发生,连续几天晚上都睡不着！真的好痛苦，好几天睡到想哭。这种状况一定会持续很久，我的生活就这样毁了。,算命
4740,你感觉自己表达能力很差，容易说错话,我应该注意下我自己，避免说错话伤害到别人。,非扭曲
4741,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,也不知道最近怎么总是这样，去医院检查一下吧，比较安心,非扭曲
4742,参加了学校演讲比赛，感觉发挥的很好但是名次很低,我根本就不是演讲的那块料,情绪化推理
4743,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,老板给我安排这么多任务，一定是想提拔我，没想到老板这么看重我哈哈哈哈哈,非扭曲
4744,疫情并没有很快过去，变成了一种常态。,疫情不会结束的，我的一生终将在疫情中度过的。,算命
4745,父母年纪都即将六十岁，常年务农都一身病，最近经常说好累好累,我都这么大了，还让父母感受到劳累，我太没有用了，我的人生太失败了。,非黑即白
4746,你发现自己的朋友好像都慢慢找到了伴侣，但你还是一个人。,我也会遇到自己的伴侣的，这只是时间问题,非扭曲
4747,为了让他成绩提高，给这个孩子辅导了一段时间，考了76分，你依旧对这个成绩不满意,看别人家的孩子成绩都是一个比一个的好，别的家长心里肯定再说，你看***他的家长还是老师呢，成绩却那样，真叫我面上无光,读心术
4748,你准备的复习资料完全和考试对应不上。,我以后的考试都不用复习了，反正复习了也不考，浪费那个时间干嘛不好。,过度泛化
4749,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,我怎么知道我在减肥还是控制不住，我怎么可以这样，我太罪恶了。,个人化归责
4750,你正和某人谈话时，对方的手机响了，但他并没有接起来。,他很重视与我的谈话，这是尊重我的表现,非扭曲
4751,你是一名老师，有学校的小孩不听话，上课捣乱。,学校都管不住这群孩子，将来到了社会那可了得，他们会成为社会毒瘤。,过度泛化
4752,疫情并没有很快过去，变成了一种常态。,现在药店的药也很难买到，这样的生活什么时候是个头？真的不如在家摆烂。,情绪化推理
4753,过年了，年夜饭上，你同辈的人都有才艺表演，你只能闷头吃饭。,我的同龄人肯定都瞧不起我，觉得我什么都不是,读心术
4754,你走在路上，卡车过来溅了你一身水。,我不能模仿他的驾驶方式，那样只会引来他人的责骂。,非扭曲
4755,老板决定降低你们所有员工的薪水，你感到很难过。,妈呀，这个月降薪，下个月多半就得裁员了吧，我的业绩今年都不怎么好，这次一准得把我辞退了！这可怎么办，现在竞争压力这么大，我上哪儿去找一个新工作啊？,算命
4756,你看到别人周末一起出去玩，却没有人叫你出去玩,我和他们没有共同话题，所以不叫我出去玩也是因为我不合群。,个人化归责
4757,你最近感觉学习有点艰难，论文写得你很头疼，老师因为论文已经找你好几次了,全世界都在为难我，学习学习不顺利，老师老师很严厉，活着真没意思,情绪化推理
4758,你一直生活在一个经济状况比较差的家庭，父母收入并不高。,都是父母为了供我读书，一直先要_我最好的教育资源我们家才会这个样子，都是我拖累了他们,个人化归责
4759,父母总把你和其他孩子作对比，你感到很不开心。,我想快点长大，这样就能逃离他们俩了,非扭曲
4760,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,她们明明答应我要保守秘密的，现在怎么做出这样的事，好生气好伤心,非扭曲
4761,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,干我们这一行没有办法，来公司越晚，干的就要越多。,非扭曲
4762,你成绩很差，虽然很努力学习了，但是结果还是不理想。,考不了好成绩要怎么面对父母，他们对我那么高的期待，好想找个坑把自己埋起来，永远不被发现。,非黑即白
4763,同学们都出去了，你一个人待在教室，感到自己有些孤独。,人总是要有自己一个人的时候，我可以自己找点乐子,非扭曲
4764,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,我怎么能这样对父母呢，都是因为我，和父母一点关系都没有,个人化归责
4765,你很辛苦做的事情，同事直接把功劳接过去了。,都怪他，肯定是因为他用了什么手段才让我嫁给他的，我永远都无法摆脱他的控制。,读心术
4766,你觉得室友好像天天关系很好，但你无法融入。,我就像是屋子里的局外人，感觉我对任何人都一无是处。,过度泛化
4767,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,锻炼一下我的工作能力，挺好的，能者多劳嘛，虽然是被迫的,非扭曲
4768,你是一名医生，患者来医闹了。,他觉得我很没用吧，治不好患者还安抚不好患者的情绪，马上就会降我的职。,算命
4769,你觉得工作岗位上，同事每天都很努力，给你带来了压力。,我厌烦了，这没办法解决了，还不如任由它发展。,非扭曲
4770,经常性的加班，让你感觉太难受了。,我是个只能加班的职场倒霉蛋,乱贴标签
4771,最近晚上有失眠的情况发生，,晚上有失眠的情况发生，我身体可能出现了什么问题。,算命
4772,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,不能玩手机？！那我的人生还有什么意义！我必须打游戏，必须刷视频，不然我会死的,非黑即白
4773,父母催着你结婚生子，感到很烦躁。,我不喜欢北京，但我的父母很喜欢北京，我很苦恼,非扭曲
4774,你发现你原来不是父母的亲生孩子。,我说为什么邻里街坊看我的眼神每次都怪怪的，他们一定是因为我是领养的才这么看我,读心术
4775,你感觉自己表达能力很差，容易说错话,我感到害怕，在别人面前表达自己太可怕了，我没办法提高我的表达能力。,情绪化推理
4776,你和朋友每天一起吃饭，突然有一天她没来找你吃饭。,是不是有人在背后说我坏话挑拨我俩关系了,算命
4777,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,我怎么这么不孝顺啊，居然这样伤害自己的父母，我真该死，我是个不孝子。,乱贴标签
4778,你最近怀孕了，感觉很难受。,我的小宝宝以后也不知道我有多难受，不如不要生了,算命
4779,在过去的一两个月里，我每周至少有一次因背痛而醒来,疼痛似乎注定会陪伴我一生，我感觉自己被疼痛控制，我怎么都摆脱不了它。,过度泛化
4780,你努力试图去安慰朋友，但朋友更生气了,我与众不同的性格让他觉得不舒服，我应该更加注意他的感受，这些争吵都是我引起的。,个人化归责
4781,你和室友最近经常发生矛盾。,每天都要和室友吵这个吵那个，真受不了了！我要去找导员换寝室！,非扭曲
4782,吃了很多高热量食物，体重还是无法降下来。,我这辈子就这么胖了，我做不到减肥和控制自己，我会这样丑陋的度过一生。,过度泛化
4783,连续两周没接到消息或电话。,所有多年来的朋友都不在乎我难过，连你也不在乎我难过。,过度泛化
4784,最疼爱你的长辈，不幸去世了,面对亲人的死亡真的太难了，我不想再面对离别，永远都不想，我要身边的人都不离开我，都不会离我而去。,情绪化推理
4785,你并不是一个长得好看的孩子，你感到有些自卑。,我长得很丑，再多的运动也无法真正改善这一点。 ,个人化归责
4786,最近工作繁忙，你觉得头晕。,我一工作的话肯定会头晕，我还不如回家休息一下，我根本无法适应这种工作。,情绪化推理
4787,你觉得室友好像天天关系很好，但你无法融入。,与我相识的人可能在开始的时候会喜欢我，但随着时间的推移，他们可能不再愿意和我在一起。,过度泛化
4788,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,如果我再乱吃一口，我就完全堕落为一个猪。,非黑即白
4789,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,我就是一个精神衰弱的爱失眠的人,乱贴标签
4790,你最近在父亲的手机里 发现了小三的微信。,当父亲都无法接纳我，我感到未来的路就像暗无天日的死胡同。,非黑即白
4791,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,还是第一次听说用电子屏蔽时间长了有这种不良症状，以后可得注意保护眼睛了。,非扭曲
4792,你被强行拍了裸照，你很难受，不敢告诉其他人。,我不要对任何人说这件事，他们只会看着我，虚情假意的关心，脑补我当时的狼狈，我害怕，我不要,算命
4793,你发现室友好像在和你暗暗较劲。,欢迎竞争，正好我还比较懒，这样正好督促我投资自己。,非扭曲
4794,你成绩很差，虽然很努力学习了，但是结果还是不理想。,反正也考不好，以后再也不努力学习了,情绪化推理
4795,你住的公寓，突然爆雷，你无家可归了。,这也太倒霉了，但是就摊上了，除了自认倒霉以外也没别的办法,非扭曲
4796,父母年纪都即将六十岁，常年务农都一身病，最近经常说好累好累,都是因为我，如果不是为了让我过上好日子，他们也不用这么拼命,个人化归责
4797,婆婆嫌你粗手粗脚的，不够体贴。,过日子是跟丈夫过又不是跟婆婆过，婆婆咋想无所谓的,非扭曲
4798,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,我一被卡，同学就笑，他一定是在嘲笑我，我就知道他老是看不起我，我再也不想理他了,读心术
4799,走在路上，一只流浪狗冲过来咬了你。,真是晦气！这世上就没有一条好狗，全是只会咬人的死狗！,过度泛化
4800,你加入的社团也没交到朋友，熟人都没有,我早就猜到这种结果了，根本就不该加什么社团，这不就是一个搞小团体的地方吗？,过度泛化
4801,你爱人前段时候意外去世了。,他离开后，我一直把他的眼镜带在身边，为了缓解我心中的悲痛我开始一个人开车去往各个地方，看看这人间的风景，这是我们的一直想做没来得及及做的事，每到一个地方，我都会戴上他的眼镜，好像他也陪我看过这万水千山,非扭曲
4802,你努力试图去安慰朋友，但朋友更生气了,他是不是生气的内容就和我有关呀，他只是不跟我说，其实心里实在埋怨我,读心术
4803,你是一个同性恋，你感到很压抑，周围没有人理解你。,身边的人不能理解我不代表所有人都不理解我，身边人不理解我只是我的主观感受罢了,非扭曲
4804,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,若能及早教导孩子，或许他的分数会有所提升，一切过错皆因我的疏忽。,个人化归责
4805,你发现你辛辛苦苦做的PPT，自己没有保存下来。,从PPT开始就出差错，这个项目迟早要吹，肯定办不起来,算命
4806,你的同事说话不太注意，经常没话找话而且说的还难听。,都怪我当时没有看清他就和他做朋友了，现在后悔了都怪我,个人化归责
4807,你本来以为自己可以保研，但最后名单下来并没有你。,不能保研，找工作也没希望了，考研也没可能了，我还能干嘛，这辈子也就这样了。,非黑即白
4808,很不幸，你最近很难受，还没查出来具体疾病,我觉得我被困在自己的痛苦里，我不能告诉任何人，因为他们会把我送进精神病院。,算命
4809,老师交给你的项目，你没有如期推进，被老师批评。,未能按计划进展是我自身的责任，老师也同样对我有所期待。,非扭曲
4810,火灾到来了，你的财产付之一炬,怎么什么倒霉事都发生在我身上啊，简直就是祸事连端,情绪化推理
4811,你精心饲养的小狗去世了，你感到非常伤心难过。,要是女朋友知道她那么喜欢的小狗死去了的话，一定会怪我没有照顾好它吧,非扭曲
4812,父亲常以工作忙为借口，留在大学工作，连周末也不常回家。,我就是个坏孩子，没有人在意，无能又无力,乱贴标签
4813,父母最近在吵架，没有太管你。,我没能解决父母吵架的问题，我什么都不好。,非黑即白
4814,妈妈和我讨论未来计划，妈妈和我提了很多规划，表示了她对现状的担忧，但有些规划我不太认可。,我的人生还有什么希望，将永远活在她的阴影之中，不得脱身。,算命
4815,上级将远超于你的工作量分配给了你，你感觉太累了。,我累了。累于尝试却看到很少的结果。累于惨败并像一个失败者一样,乱贴标签
4816,你的室友每天都很早出去学习，你感到内心压力很大。,室友自己偷摸卷不叫我，真不讲义气，真不够朋友,非扭曲
4817,你和朋友每天一起吃饭，突然有一天她没来找你吃饭。,现在连我最好的朋友都可以一声不吭，以后岂不是所有人都会如此？,过度泛化
4818,你检测出了脑肿瘤，很彷徨，感到很害怕。,治病要花很多钱吧，我家里人会觉得我是一个累赘。,读心术
4819,投资失败，失去了自己的存款,投资失败了，我什么都没有了，我失去了一切，我现在生不如死,非黑即白
4820,你与舍友生活习惯差异较大，因日常生活琐事产生冲突,我应该找他问明白为什么针对我，他是嫉妒我才这样对待我吧。,读心术
4821,你加入的社团也没交到朋友，熟人都没有,在这里我没有熟人也没有朋友，我以后都会一个人孤独着了,过度泛化
4822,你的同事，同一年进公司，你感觉她总喜欢压你一头,我只想好好上班，我不想在自己工作的时候遇到这种闹心的事情。,非扭曲
4823,很不幸，你最近很难受，还没查出来具体疾病。,我决心振作起来，坚持过上美好的生活。,非扭曲
4824,你检测出了脑肿瘤，很彷徨，感到很害怕。,我是那个选择吃原味意大利面而不是在上面放酱汁的人。,非扭曲
4825,投资失败，失去了自己的存款,这次一毛钱都没了，接下来一段时间的生活还不知道怎么办呢，唉,算命
4826,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,公司也倒闭了，工作也一直找不到，我的生活总是这么坎坷艰难，没有一件顺心的事,过度泛化
4827,很不幸，你最近很难受，还没查出来具体疾病。,我都去我们省最著名的医院都没查出来问题，我感到崩溃绝望，我的病没有人能够医治。,非黑即白
4828,你游泳抽筋了，有些难过。,脚抽筋，不能游泳了，感觉好遗憾。,非扭曲
4829,你正在努力考研，此时你女朋友抱怨你最近忽视了他,谈恋爱真是个费心费力的事，只会成为我前进路上的绊脚石。,过度泛化
4830,很不幸，你被确诊为了精神疾病。,他是不是一直在看我！他为什么要一直看我，他是不是知道我得病了，所以他在嘲笑我,读心术
4831,你在公司，小张不小心把咖啡溅了你一身。,这咖啡不溅在别人身上偏偏溅在我身上，小张是不是对我有什么意见啊,读心术
4832,你成绩很差，虽然很努力学习了，但是结果还是不理想。,我就是太笨了，我怎么努力也学不好的,过度泛化
4833,你准备的复习资料完全和考试对应不上。,我上课听得也太不认真了，也不知道问问同学们，就想当然地开始复习，都怪我自己不够用心。我总是犯这种错误，真的是没救了。,个人化归责
4834,你发现室友好像在和你暗暗较劲。,发现她在暗中和我较劲之后我也不可控制地焦虑起来了，好像已经预见到被她超过的场景一样,算命
4835,父母总把你和其他孩子作对比，你感到很不开心。,既然这么喜欢别人家的孩子，那直接去做他们的爸爸妈妈好了。我肯定不是他们想要的孩子。,非扭曲
4836,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,他学了这么久提升却不高，我有点心力交瘁，不知道怎么做才能让他的成绩提升更多。,非扭曲
4837,在过去的一两个月里，我每周至少有一次因背痛而醒来,我每天早上都没有精神，老师却责骂我为什么上课睡觉，他们一定认为我是一个熬夜的坏学生，我受到误解感到很委屈。,读心术
4838,早上起床，本来想多睡一会儿，起来发现迟到了。,反正我就是一个不自律的人，我以后都不要早起了,非黑即白
4839,你有一个朋友相处两年，现在最近几周并没有和你联系。,没有什么可以让它变得更好。 我的心仿佛被过去的黑暗幽灵所笼罩。 它耗尽了我的快乐； 它耗尽了我的火花。,情绪化推理
4840,你童年时，有一个人对你实施了侵犯，你一直对此耿耿于怀。,让世界变得更好，就是我应当承担的责任，借助网络让更多人关注这个问题，保护更多孩子免受我过去所受的伤害,非扭曲
4841,你本来以为自己可以保研，但最后名单下来并没有你。,我再努力也不会有更好的结果了，已经全都毁了，我做什么都无济于事了。,非黑即白
4842,你最近想看自己的毕业照，但你怎么也找不到了。,都找这么久了还是找不到毕业照，那类似的其他的一些我珍爱的相册、信件肯定也找不到了，真令人心烦。,过度泛化
4843,滚滚车流中，一辆车超到了我们的前面。,真的对不起我的车子，让我开真的太委屈它了T_T,个人化归责
4844,你一直以为自己是公司最出色的员工，但是你听见老板并不是如此认为。,反正我再怎么干都在他那得不到好，倒不如我彻底做一个他眼中的坏员工。,算命
4845,你长得很肥，都很胖。,我已经经历多次减肥失败了，我肯定这辈子瘦不下来了，没有任何方法能让我减肥了。一定是这样的。,过度泛化
4846,同事或者领导，又给你增加了新的工作任务,我是一个不讨喜的人，他们可能是想通过这种方式让我难堪，最后辞职,读心术
4847,你想办一场盛大的结婚典礼，但是发现自己没有钱支付不起彩礼钱。,也许他嫌我没钱才故意出这个办法刁难我，他一定是想让我觉得自己不够格，我还是打消这个结婚的念头吧。,读心术
4848,上级将远超于你的工作量分配给了你，你感觉太累了。,当今社会真是疯了，所有资本都想无尽地压榨员工的价值，每天布置超额工作量，再淘汰做不完的人，最终所有人都陷入无限内卷的沼泽，只有老板们渔翁得利。,过度泛化
4849,你觉得自己肯定是有奖学金的，但很不幸奖学金落空了。,辛辛苦苦一学期都拿不到奖学金，看来我一辈子都拿不到奖学金了。,过度泛化
4850,丈夫对你表示了不满，说你天天什么也不用做，就靠他养着,丈夫这么骂我我可怎么办啊，跟父母说肯定不会有用的，他们都是劝分不劝合，不会体谅我的辛苦,算命
4851,投资失败，失去了自己的存款,我就是个蠢货，看不出其中的陷阱，是个活该被骗的大冤种,乱贴标签
4852,你并不是一个长得好看的孩子，你感到有些自卑。,我是丑陋无魅力的，我想人们在潜意识里也无法像对待他人一样对待我。,读心术
4853,你最近夜不归宿，父亲找你谈话，言语中有些激动与愤怒。,我现在很痛苦，父亲根本就是故意让我难堪。,读心术
4854,你发给老师的文件发错了,怎么手那么快呢，都不检查一下就发过去了，怎么办怎么办，我一定要当面给老师登门道歉吧,情绪化推理
4855,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,小时候到现在似乎场场流感我都不能避免，或许我就是这种人。,过度泛化
4856,你和室友最近经常发生矛盾。,他就是对我有意见了，他就是故意针对我,读心术
4857,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,我怎么总是遇到这样的事，好烦啊，我就不适合吃饭，干脆饿死好了。,情绪化推理
4858,不小心被开水烫到手,连泡面都能被烫到手，我真是没用的东西,乱贴标签
4859,你检测出了脑肿瘤，很彷徨，感到很害怕。,我肯定一点希望都没有了，我短暂的人生就这么灰暗了。,非黑即白
4860,你觉得室友好像天天关系很好，但你无法融入。,他们怎么相处的那么好，我怎么这那么不合群呢，我不适合和别人一起相处。,过度泛化
4861,你精心饲养的小狗去世了，你感到非常伤心难过。,如果我平常多给狗狗吃好喝好，说不定他就不会去世了，都是我的错。,个人化归责
4862,因为紧张、害怕或者，你在与同事、领导沟通时语无伦次,我真的没有办法，我改不了，我试了很多次了，但还是不行，我大概会一直这个样子了,情绪化推理
4863,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,最亲近的朋友背叛了我，我感觉天空都要塌下来了。,非黑即白
4864,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我的朋友对我真好，等我骨折好了之后一定要好好报答她们！我给他们买好吃的,读心术
4865,最近刚升了职，但害怕自己的能力不能胜任,我是胆小怕事，能力又差的无能者，不行不行，我干不了这个工作，还是跟老板说让我回去吧,乱贴标签
4866,朋友约你出去吃饭，但此时实际上你已经有约了。,断就要断干净，反正和好也会再次吵起来，下次只会闹得更凶。这说明我们根本不是真正的朋友，只是一时兴起罢了。,过度泛化
4867,考试成绩下来了，你的学分绩又下降了，导员跟你说可能被开除。,明明有学分绩更低的同学，为什么偏偏是我，导员肯定收了他们的好处,读心术
4868,很不幸，你最近很难受，还没查出来具体疾病。,应该只是最近没休息好，我的手臂也在因为今天的锻炼而酸痛。,非扭曲
4869,你在公司，小张不小心把咖啡溅了你一身。,小张肯定是看我不顺眼，故意这样做的,读心术
4870,你发现你原来不是父母的亲生孩子。,我太失败了，我连睡觉都无法得到安慰，我感觉我已经沦落到最低点。我宁愿选择死亡也不愿这样活下去。我太难爱我自己了。,非黑即白
4871,别人说你脸色不好仿佛别人欠了你的钱,我也不喜欢我的样子，我知道像我这样的人存在就是错的。,乱贴标签
4872,火灾到来了，你的财产付之一炬,我本来就很贫困，这样下去我的世界不会好了，我会一直穷下去,情绪化推理
4873,最近有一个很帅的男生，你希望和他表白，但是他和你差距比较大。,我还是要尝试，可是我觉得会失败,非扭曲
4874,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,回家就天天粘着我，每次都搞得我很难受，下次我真的不想回来了。他们一定是故意让我不想回家，想让我离开他们。,读心术
4875,考试成绩下来了，你的学分绩又下降了，导员跟你说可能被开除。,学分绩又下降了，我已经看不到我的未来了，我很害怕，这个问题无法解决,情绪化推理
4876,你感觉自己表达能力很差，容易说错话,我真的好害怕和别人说话毕竟我总是会说错,过度泛化
4877,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,我身体不适，咳嗽了很久才咳出一个鸭脖，觉得运气真的很差，以至于难过得哭了出来。,非扭曲
4878,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,他们或许只是想多了解我，我是应该多跟他们分享生活了,非扭曲
4879,你准备竞选社团主席，你很努力地准备这一切周围人都认为你可以当选，但是最后你不幸落选了。,明明周围人那么相信我能当上，我辜负了他们的期待我没脸见他们。,个人化归责
4880,在过去的一两个月里，我每周至少有一次因背痛而醒来,这背痛的时间这么长，程度这么深，肯定不是普通小病，我的身体恐怕是出了大问题了,算命
4881,走在路上，一只流浪狗冲过来咬了你。,旁边那个男的明明看见狗冲过来了却不提醒我，心里指不定怎么偷着乐呢：看那个人被狗咬了！,读心术
4882,很内向的人，你刚到了一个新环境，周围的人都比较陌生。,我怎么总是做像别人那样交朋友，我是个天生的社交废材,乱贴标签
4883,去蛋糕店排队买蛋糕，想要的蛋糕刚好被卖完。,我就是想吃这个蛋糕，我该怎么解决啊，我很崩溃,情绪化推理
4884,老板决定降低你们所有员工的薪水，你感到很难过。,这老板多半降低我们的薪资，拿这些钱去贪污去了吧！平时就瞧不起我们这些臭打工的，现在更是明目张胆地吸我们的血了！真是无语透顶了！,读心术
4885,你一个室友每天晚上打游戏，很影响我学习，我跟她说了之后她还跟我吵架,做不到体谅他人的人，我还是去跟老师沟通换宿舍吧,非扭曲
4886,你长得很肥，都很胖。,胖子都是潜力股，没准哪天我瘦下来了，就会惊艳众人了。,非扭曲
4887,说好一起出去玩，你却被放了鸽子。,朋友没有按约定出现，我不禁想，是不是因为我的外表或个性有问题，所以她才临时改变主意。,个人化归责
4888,老师布置了一个看似非常麻烦的实验，我已经拖延了一段时间,我是不适合学习的人，我不适合读书的,乱贴标签
4889,早上起床，本来想多睡一会儿，起来发现迟到了。,我的老师一定对我非常失望，我上课迟到了,读心术
