Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking,text_length
Gần đây tôi bị mất ngủ vào buổi tối. Ngày mai hãy thử ngâm chân hoặc uống sữa trước khi ngủ để cải thiện chất lượng giấc ngủ.,0,0,0,0,0,0,0,0,0,0,0,28
"Tôi tưởng mình có thể được bảo lưu học bổng, nhưng cuối cùng danh sách công bố không có tên tôi. Trong danh sách bảo lưu không có tên tôi, bố mẹ chắc chắn rất thất vọng về tôi.",1,0,0,0,0,0,0,1,0,0,0,39
"Tôi không còn ai để nương tựa. Tôi yếu đuối và tan vỡ, bị tổn thương và đánh đập.",1,0,0,0,0,0,0,0,0,1,0,19
Như tiêu đề: Làm thế nào để vui vẻ mỗi ngày?,0,0,0,0,0,0,0,0,0,0,0,11
"Gần đây tôi vừa được thăng chức, nhưng sợ năng lực của mình không đủ. Tôi nghĩ đồng nghiệp chắc chắn sẽ trách sếp đã giao một vị trí quan trọng như vậy cho một người vô dụng như tôi, tôi đã làm mất mặt sếp rồi.",1,0,0,0,0,0,0,1,0,0,0,47
"Đại hội thể thao đến, tôi bị gãy chân. Chết rồi, đại hội thể thao còn chưa mở, tôi đã không thể tham gia rồi, tất cả những gì tôi đã tập luyện trước đây đều đổ sông đổ biển, chẳng có ý nghĩa gì cả.",1,0,1,0,0,0,0,0,0,0,0,46
"Hôm nay tôi phát hiện máy tính ở nhà bị hỏng. Điều này khiến tôi mất việc, tôi sẽ không sửa được máy tính của mình, cũng sẽ không có ai giúp đỡ tôi.",1,0,0,0,0,0,0,1,0,0,0,34
"Tôi vừa chuẩn bị tranh cử chức chủ tịch câu lạc bộ, tôi đã rất cố gắng chuẩn bị tất cả mọi thứ, mọi người xung quanh đều nghĩ tôi có thể trúng cử, nhưng cuối cùng tôi không may thất cử. Quả nhiên là tôi quá tự phụ rồi, tôi chỉ là một kẻ vô dụng chẳng làm được gì cả.",1,0,0,0,0,0,0,0,1,0,0,62
"Sắp thi rồi, cảm thấy mình lên mạng cứ lướt qua loa, kỳ nghỉ hè cũng vì những chuyện khác mà không ôn tập tốt, khai giảng phải thi, hơi hoảng hốt phải giải quyết thế nào?",0,0,0,0,0,0,0,0,0,0,0,37
"Mãi mãi chỉ có một mình, luôn luôn là vậy",1,0,0,0,0,0,0,1,0,0,0,10
"Ông chủ yêu cầu tôi phải có mặt lúc tám giờ sáng mai. Tôi căn bản không muốn dậy sớm, trên đời này không có công việc nào phù hợp với tôi, tôi chỉ đang lãng phí tài nguyên xã hội.",1,1,0,0,0,0,0,0,0,0,0,41
"Tôi thực sự rất rất rất thích bạn, nhưng phải làm sao đây? Bạn nhìn xem, bạn như ánh trăng, sáng ngời và thuần khiết. Tôi chỉ là hạt bụi trong bóng tối. Mãi mãi không thể đến gần bạn. Tôi chỉ hy vọng kiếp này bạn sẽ luôn hạnh phúc và vui vẻ. Gia đình bạn thật viên mãn. Tôi thực sự không muốn gây rắc rối cho bạn. Vậy thì tôi sẽ lặng lẽ cất giấu tình cảm này. Kiếp sau tôi nhất định sẽ gặp bạn đúng lúc. Khi đó, bạn đừng coi tôi là trẻ con nữa",1,0,0,0,0,0,0,1,1,0,0,101
"Tháng này, có rất nhiều đồng nghiệp trẻ tuổi mới đến, họ làm việc rất hiệu quả và rất tốt, tôi cảm thấy có chút lo lắng. Sự kém hiệu quả của tôi như một khối u độc hại cản trở sự phát triển chung của công ty, tôi không khác gì một cái xác không hồn.",1,0,0,0,1,0,0,0,0,0,0,57
"Gần đây công việc đặc biệt bận rộn, sếp tạo áp lực lớn cho tôi, nhưng các đồng nghiệp xung quanh dường như không có gì bất thường, các đồng nghiệp khác không có gì bất thường, chỉ có mình tôi bận chết đi được, chắc chắn là anh ta nhắm vào tôi.",1,0,0,0,0,0,0,1,0,0,0,53
"Sếp khen tôi có khả năng phân tích tốt, nhưng tôi nghĩ đó là do tôi có kinh nghiệm thôi.",1,0,0,0,0,0,1,0,0,0,0,20
"Tôi và bạn bè ngày nào cũng ăn cơm cùng nhau, đột nhiên một ngày cô ấy không đến tìm tôi ăn cơm. Tôi nghĩ ngay cả bạn bè cũng không thích tôi, không muốn ăn cơm cùng tôi, tôi thực sự chẳng làm được gì cả.",1,0,1,0,0,0,0,0,0,0,0,47
"Tôi thấy người khác đi chơi cùng nhau vào cuối tuần nhưng không ai rủ tôi đi. Tôi đi đâu cũng cô đơn, tôi là một kẻ vô dụng trong xã giao.",1,0,0,0,0,0,0,0,1,0,0,32
"Bố mẹ gần đây đang cãi nhau, không quan tâm tôi nhiều lắm. Gia đình gốc của tôi đầy rẫy những cuộc cãi vã, vì vậy tính cách của tôi không tốt, sau này tôi cũng sẽ không phải là một người mẹ tốt hay một người vợ tốt.",1,0,0,0,0,0,0,1,0,0,0,49
Tôi thực sự quá rác rưởi,1,0,0,0,0,0,0,0,1,0,0,6
"Tôi chỉ làm đúng phận sự của mình thôi, không có gì đặc biệt cả.",1,0,0,0,0,0,0,0,0,1,0,15
"Bây giờ học cấp 3, rốt cuộc có nên yêu sớm không? Trường có rất nhiều bạn học yêu sớm, nếu tôi cũng gặp người mình thích hoặc người thích tôi thì có nên yêu không?",0,0,0,0,0,0,0,0,0,0,0,36
Thật là có bệnh,1,0,0,0,0,0,0,0,1,0,0,4
"Bố mẹ tôi rất yêu tôi, bạn trai tôi cũng rất yêu tôi, đồng nghiệp và bạn bè xung quanh tôi đều rất yêu tôi, tôi nghĩ vì tôi mà họ mất đi niềm vui đáng có, nếu không có tôi, họ có thể sống tốt hơn...",1,0,0,0,1,0,0,0,0,0,0,47
"Tôi phát hiện tôi không phải là con ruột của bố mẹ. Tâm trạng của tôi rất tệ, thế giới này đều là hư ảo, tôi thà chết đi còn hơn.",1,1,0,0,0,0,0,0,0,0,0,31
"Bên cạnh tôi có một người bạn, hình như bị ám ảnh cưỡng chế, anh ấy rất muốn thay đổi nhưng không biết phải làm thế nào, mọi người có phương pháp nào tốt không?",0,0,0,0,0,0,0,0,0,0,0,35
Tôi đã nói chuyện với một người bạn khiến tôi tức giận. Anh ta đang lăng mạ tôi.,1,0,0,0,0,0,0,1,0,0,0,18
"Người khác nói tôi trông không được khỏe như thể họ nợ tiền tôi. Tôi nghĩ sao anh ta lại nói tôi như vậy, khó chịu quá.",0,0,0,0,0,0,0,0,0,0,0,27
"Đã trải qua vài mối tình, đều chưa từng thực sự hòa hợp, liệu người khác giới có thực sự không nghiêm túc trong tình cảm như vậy không?",1,0,1,0,0,0,0,0,0,0,0,29
"Tôi và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn. Bạn cùng phòng gần đây luôn có mâu thuẫn với tôi, giao tiếp với bạn cùng phòng là một việc rất phiền phức, tôi chắc chắn không thể xử lý tốt, những mối quan hệ phức tạp trong ký túc xá trên mạng chắc chắn sẽ xảy ra với tôi, tôi chắc chắn bị họ cô lập.",1,0,1,0,0,0,0,0,0,0,0,70
"Ông chủ quyết định giảm lương của tất cả nhân viên, tôi cảm thấy rất buồn. Haizz, hiệu quả công việc của công ty đã thành ra thế này rồi, lúc này nên bắt đầu làm việc cầm chừng, cho dù không làm việc cầm chừng thì hiệu quả công việc của công ty cũng sẽ không cao.",1,0,1,0,0,0,0,0,0,0,0,58
"Tôi cố gắng an ủi bạn bè, nhưng bạn bè lại càng tức giận hơn. Tôi nghĩ tôi an ủi cô ấy mà cô ấy lại tức giận, đúng là một kẻ không biết điều, người này chắc chắn nhân phẩm không tốt.",1,0,0,0,0,0,0,0,1,0,0,43
"Đáng lẽ tôi không nên tin tưởng người đó, thật là dại dột.",1,0,0,1,0,0,0,0,0,0,0,13
"Người bạn thân nhất của tôi, gia đình gặp biến cố lớn, tôi phát hiện cô ấy dường như đã quên một số chuyện, những chuyện khác thì vẫn ổn, tình huống này có cần can thiệp tâm lý không?",0,0,0,0,0,0,0,0,0,0,0,40
"Tôi chỉ hoàn thành nhiệm vụ được giao, không có gì sáng tạo.",1,0,0,0,0,0,0,0,0,1,0,13
"Bạn bè khen tôi giỏi thể thao, nhưng tôi nghĩ đó là do tôi tập luyện nhiều hơn thôi.",1,0,0,0,0,0,1,0,0,0,0,19
"Tôi chủ động chào hỏi, bạn học mới cũng thờ ơ đáp lại. Tôi chủ động hỏi thăm anh ấy làm phiền đến công việc anh ấy đang làm, nếu không anh ấy sẽ không vô cớ thờ ơ với tôi.",1,0,0,0,0,0,0,1,0,0,0,41
"Hình như tôi không có kinh nghiệm làm việc nào đáng giá, vậy thì không viết có tốt hơn không? Hay là nên nói thật?",0,0,0,0,0,0,0,0,0,0,0,25
"Điểm số quyết định tất cả, bao gồm cả cuộc đời bạn, còn tôi thì đã bị quyết định rồi.",1,0,0,0,0,0,0,1,0,1,0,20
"Câu lạc bộ tôi tham gia cũng không có bạn bè, không có người quen nào. Tôi nghĩ trong câu lạc bộ hoàn toàn mới này, mọi thứ dường như đều xa lạ, điều này đã vượt ra ngoài vòng tròn xã hội của tôi.",0,0,0,0,0,0,0,0,0,0,0,45
"Tôi chỉ giúp đỡ được một phần nhỏ bé thôi, chẳng đáng gì.",1,0,0,0,0,0,0,0,0,1,0,13
"Bạn bè rủ tôi đi ăn, nhưng lúc đó tôi đã có hẹn rồi và tôi nghĩ Lần này tôi không ăn cùng anh ấy, sau này những chuyện khác anh ấy cũng sẽ không tìm tôi nữa.",1,0,0,0,0,0,0,1,0,0,0,38
"Mọi người nói tôi có óc hài hước, nhưng tôi thấy mình cũng bình thường thôi.",1,0,0,0,0,0,0,0,0,1,0,16
"Cảm ơn bạn, nhưng vòng xoáy cảm xúc mà bản thân không thể kiểm soát thì không thể thoát ra được, sẽ không vui vẻ đâu, sống chỉ là một sự tra tấn.",1,0,1,0,0,0,0,1,0,0,0,33
Bài phát biểu của tôi không tốt,0,0,0,0,0,0,0,0,0,0,0,7
"Tôi nỗ lực ứng cử chức chủ tịch hội sinh viên nhưng không được bầu và tôi nghĩ Năng lực của tôi mạnh hơn anh ấy, tôi không được bầu chắc chắn là do đối thủ lén lút mua chuộc họ.",1,0,0,0,0,0,0,1,0,0,0,41
"Tôi đối mặt với đủ loại hoạt động trong khuôn viên trường, đầy hứng thú nhưng lại lo sợ thất bại. Lỡ thất bại thì sao? Thật lo lắng, nhưng bạn bè khuyên tôi cái gì cũng nên thử, tôi vẫn cứ thử xem sao.",0,0,0,0,0,0,0,0,0,0,0,45
"Rõ ràng là chuyện không buồn cười, nhưng lại không thể kiểm soát được bản thân mà bật cười.",0,0,0,0,0,0,0,0,0,0,0,19
"Đã tham gia hai hoạt động điểm danh của nền tảng, luôn bị người khác đè bẹp, tôi muốn hỏi, những người bạn trẻ thức khuya điểm danh đó, điều gì đã giúp các bạn kiên trì đến bây giờ? Cảm ơn.",0,0,0,0,0,0,0,0,0,0,0,42
"Trong dòng xe cộ đông đúc, một chiếc xe vượt lên phía trước chúng ta. Mình vô cùng tức giận hạ cửa kính xuống chửi rủa anh ta, nhưng lại cảm thấy hối hận vì không thể kiểm soát hành vi của mình, nghĩ rằng mình có ý chí kém, là kẻ vô dụng không kiểm soát được cảm xúc.",1,0,0,0,0,0,0,0,0,0,1,60
"Tài liệu sếp cần hôm qua, hôm nay tôi mới nhớ ra, chuẩn bị mang đi giao. Tôi nghĩ là hôm qua tôi quên làm việc đó, sao tôi lại ngốc đến mức không nhớ nổi chuyện nhỏ này.",0,0,0,0,0,0,0,0,0,0,0,39
Mỗi ngày đều có rất nhiều người chết. …………………………,0,0,0,0,0,0,0,0,0,0,0,9
"Tại sao không thể luôn giữ khách quan và bình tĩnh? Đặc biệt khi mệt mỏi, dễ cáu kỉnh?",1,0,0,1,0,0,0,0,0,0,0,19
"Ai cũng biết, không có gì là mãi mãi",1,0,0,0,0,0,0,1,0,0,0,9
"Những người xung quanh kể bí mật tôi thích chàng trai lớp bên cho người khác nghe, và tin đó cũng truyền đến tai tôi. Tôi nghĩ tôi sẽ không bao giờ tin bất cứ ai nữa, tất cả mọi người sẽ phản bội tôi, công khai bí mật của tôi để làm trò cười!",1,0,1,0,0,0,0,0,0,0,0,55
Tôi không thể chịu đựng được khi cô ấy đến gần và tôi có thể nói rằng anh ấy biết tôi cảm thấy thế nào.,1,0,0,0,0,0,0,1,0,0,0,25
"Tôi cảm thấy rất khó tập trung, hiệu quả học tập cũng rất thấp, cả ngày đầu óc trống rỗng. Nghe giáo viên nói là đầu óc cứ lơ mơ, rất bực bội, chi bằng nằm xuống bàn ngủ cho rồi.",1,1,0,0,0,0,0,0,0,0,0,41
"Tôi thực sự thích cô ấy và muốn ở bên cô ấy vì dường như việc tôi có tình cảm với cô ấy là điều tự nhiên, phải không? Nhưng ngay cả khi cô ấy không nhìn tôi theo cách đó, liệu bạn bè có ít nhất ôm nhau là điều bình thường không?",0,0,0,0,0,0,0,0,0,0,0,54
"Tôi thấy vợ mình ngày đêm chuyên tâm chăm sóc con cái, trong lòng cảm thấy một nỗi cô đơn khó tả. Tôi quá tệ, không có chút ưu điểm nào, vô dụng, đáng bị không ai yêu.",1,0,0,0,0,0,0,0,0,0,1,38
"Tôi cảm thấy khó tập trung, hiệu quả học tập cũng rất thấp, cả ngày đầu óc trống rỗng. Gần đây mệt mỏi quá, đủ thứ không ổn, nghỉ ngơi một chút đi.",0,0,0,0,0,0,0,0,0,0,0,33
"Trong một mối quan hệ, làm thế nào để xác định hai người có chân thành, có đáng tin cậy không?",0,0,0,0,0,0,0,0,0,0,0,21
"Tôi đã cố gắng đi học các lớp học trực tiếp nhưng tôi đã bị hoảng loạn và tôi đã bỏ học. Trong hai năm qua, tôi chỉ rời căn hộ của mình để đi xem phim và đi siêu thị. Tôi cũng đi gặp bác sĩ và chuyên gia trị liệu, nhưng gần đây mẹ tôi và tôi đã quyết định ngừng cố gắng tìm một chuyên gia trị liệu phù hợp và chỉ tập trung vào việc học. Tôi cũng đang gặp vấn đề khi đi gặp bác sĩ tâm thần của mình bây giờ.",1,0,0,0,0,1,0,0,0,0,0,97
"Tôi cảm thấy khả năng diễn đạt của mình kém, dễ nói sai. Tôi đúng là một mọt sách, ngoài việc học ra thì chẳng làm được gì cả, cuộc đời tôi cứ thế này thôi.",1,0,0,0,0,0,0,0,0,0,1,36
"Tôi và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn. Bạn cùng phòng của tôi gây mâu thuẫn với tôi, tôi vừa tức giận vừa buồn bã, hoàn toàn không giống với mối quan hệ trong ký túc xá mà tôi tưởng tượng, tôi quá thất vọng.",1,1,0,0,0,0,0,0,0,0,0,50
"Sáng nay Fanfan đã đi tảo mộ cùng bố mẹ và ông nội, gặp người thân bên nhà bố, vẫn không thay đổi, sẽ ngày càng tệ hơn, Luôn nghe thấy mẹ bạn líu lo, bạn vẫn không thích nói chuyện à, nghe những lời này tôi vẫn im lặng không biết phải đối phó thế nào, thật tệ",1,0,0,0,0,0,0,1,0,0,0,59
"Đầu tư thất bại, mất hết tiền tiết kiệm. Tôi đúng là một thằng ngu, dễ dàng tin vào lời gièm pha của người khác, đầu tư bừa bãi như vậy, giờ thì hay rồi, tiền của tôi mất hết rồi!",1,0,0,0,0,0,0,0,1,0,0,41
Tôi đã nghi ngờ liệu cô ấy có thực sự quan tâm đến tôi hay không trong vài năm qua.,1,0,0,0,0,0,0,1,0,0,0,20
"Căn hộ tôi đang ở đột nhiên bị nổ, tôi không còn nhà nữa. Tại sao khi ký hợp đồng tôi không thể hiểu được nội dung của nó, tại sao tôi không có ý thức pháp luật? Tôi nghĩ, bố mẹ chắc chắn sẽ thất vọng về tôi.",1,0,0,0,0,0,0,1,0,0,0,49
"Sau khi đăng ký và nộp học phí thì trung tâm không quản nữa, bây giờ càng gần đến kỳ thi càng không biết học thế nào, phải làm sao?",0,0,0,0,0,0,0,0,0,0,0,30
Cô ấy sẵn sàng nổi giận bất cứ lúc nào đến nỗi tôi về cơ bản sẽ không nhúc nhích thêm một inch nào mà không suy nghĩ kỹ vì tôi thấy rất khó đoán được cô ấy mong đợi điều gì.,1,0,0,0,0,0,0,1,0,0,0,42
"Không hòa đồng lắm, vì các bạn nữ trong ký túc xá nói chuyện quá vớ vẩn, không thích ở cùng họ. Tôi học trường cao đẳng, các bạn nam trong trường quá phù phiếm, không phải kiểu tôi thích.",0,0,0,0,0,0,0,0,0,0,0,40
"Bạn ơi, tôi từ trước đến giờ luôn hèn mọn đến chết. Tôi không muốn nữa. Bạn ơi, chúc ngủ ngon. Lần này thực sự kết thúc rồi. Tôi không muốn kết thúc nhưng dường như ông trời luôn đối đầu với tôi. Người tôi yêu thì mãi mãi không yêu tôi. Điều tôi muốn thì mãi mãi không đạt được. Tôi luôn là đồ bỏ đi và cũng rất vụng về. Bạn ơi, khi nào tôi mới không bị bắt nạt nữa đây?",1,0,0,0,0,1,0,1,1,0,0,84
"Như tiêu đề, hành vi bạo lực của trẻ con là cố ý sao? Rất tò mò suy nghĩ của trẻ con là như thế nào.",0,0,0,0,0,0,0,0,0,0,0,26
"Mắt tôi có triệu chứng khô mắt, bác sĩ khuyên tôi không nên tiếp xúc với màn hình điện tử, tôi rất bực mình. Tôi nghĩ mấy ngày nay tôi thức khuya nhiều, chắc là sắp bị ốm nặng rồi.",1,0,0,0,1,0,0,0,0,0,0,40
Tôi đa nghi nặng. Bạo lực. Mất ngủ. Giảm trí nhớ. Không thích nói chuyện. Nóng tính. Làm việc không có tinh thần... Cũng không biết mình muốn làm gì... Xin hỏi tôi bị làm sao vậy,1,0,0,0,0,0,0,0,1,0,0,37
"Tôi đang nói chuyện với ai đó, điện thoại của đối phương reo, nhưng anh ta không nghe máy. Anh ấy nói chuyện với tôi mà không nghe điện thoại, anh ấy chắc chắn nghĩ rằng mối quan hệ của chúng ta rất tốt, tôi là anh em cả đời của anh ấy.",0,0,0,0,0,0,0,0,0,0,0,53
"Fan à, hình như tôi bị trầm cảm rồi, ghen tị với bạn vì bạn đã trở thành người mình thích, trên đời không ai quan tâm đến cảm xúc của tôi cả, tôi cũng muốn tự tử, nhưng trên thế giới này tôi có quá nhiều điều không yên tâm, ngay cả thế giới này cũng không cho tôi chết yên ổn, có phải tôi quá tham sống sợ chết không, bạn có thể ôm tôi không, kiểu không bao giờ buông ra ấy 💔",1,0,0,0,0,0,0,1,1,0,0,86
"Ha, tôi thành người tâm thần rồi, tôi bị tâm thần rồi, vậy thì công việc, tình yêu gì gì đó cứ muốn sao thì sao đi, dù sao tôi cũng không phải người bình thường nữa rồi.",1,0,0,0,0,0,0,0,0,0,1,38
"Tôi đã hoàn thành tất cả các nhiệm vụ, nhưng vẫn cảm thấy chưa hài lòng vì một chi tiết nhỏ chưa được hoàn thiện.",1,0,0,0,0,1,0,0,0,0,0,25
"Gần đây công việc rất bận, tôi ít chăm sóc con cái, tôi cảm thấy thiếu sự đồng hành với con. Tôi nghĩ lâu lắm rồi tôi không dành thời gian cho gia đình và con cái, vợ tôi chắc chắn đang than phiền về tôi.",1,0,0,0,0,0,0,1,0,0,0,46
"Tôi cảm thấy ở vị trí công việc, đồng nghiệp mỗi ngày đều rất cố gắng, điều đó mang lại áp lực cho tôi. Tôi cảm thấy áp lực trong môi trường này, nếu tôi nói tôi mệt, họ chắc chắn sẽ nghĩ tôi không đủ năng lực.",1,0,0,0,0,0,0,1,0,0,0,48
Gia đình tôi chưa bao giờ quan tâm tôi;; mỗi lần đều đẩy tôi vào tình thế khó xử. Họ còn mong tôi chết;; từ nhỏ đến lớn ngày nào cũng mong tôi chết sớm,1,0,0,0,0,0,0,1,0,0,0,35
"Tôi rất muốn biết làm thế nào để thoát khỏi đau khổ, nhưng thực tế tôi và đau khổ là một, làm sao tôi có thể thoát ra, làm sao có thể thoát ra",1,0,0,0,0,0,0,1,0,0,0,34
"Bố tôi chuyển công tác ảnh hưởng rất lớn đến tôi, hơn nữa trước đây tôi rất trắng, bây giờ cảm thấy mình bị đen đi, tôi luôn không vui nổi, không muốn ăn uống, làm thế nào để chết mà không bị phát hiện.",1,1,0,0,0,0,0,0,0,0,0,45
"Trường học đột nhiên mất điện, làm hỏng thiết bị điện của tôi. Trường học ngay cả hệ thống điện cũng không làm tốt được, nó có tác dụng gì chứ? Chẳng có giá trị tồn tại nào cả!",1,1,0,0,0,0,0,0,0,0,0,39
"Phát hiện bản thân trong cuộc trò chuyện, cách thức khác với người bình thường, lời nói luôn vô thức bật ra, trong lòng và trong đầu đều không nghĩ đến việc nói câu này, đây là chuyện gì vậy?",1,1,0,0,0,0,0,0,0,0,0,40
"Tuy nhiên, tôi cảm thấy các triệu chứng của mình tương thích hơn với C-PTSD. Một cảm giác khó chịu khác mà tôi trải qua nhưng không được liệt kê trong các triệu chứng C-PTSD là cảm giác buồn bã và mất đi niềm vui nhất thời khi tôi chia tay bạn bè. Tôi gặp khó khăn trong việc diễn đạt cảm xúc của mình bằng lời nói và tôi cảm thấy không ai thực sự có thể hiểu được.",0,0,0,0,0,0,0,0,0,0,0,80
"Thành công này cũng chỉ là tạm thời, tôi vẫn còn nhiều điều phải lo.",1,0,0,0,0,0,0,0,0,1,0,15
"Tài liệu sếp cần hôm qua, hôm nay tôi mới nhớ ra, chuẩn bị mang đi. Tôi đến nhiệm vụ sếp giao cũng không hoàn thành tốt, tôi nhất định sẽ bị sa thải, sau đó chết đói ngoài đường, không ai sẽ giúp đỡ tôi.",1,0,0,0,0,0,0,1,0,0,0,46
"Luôn muốn chết cộng thêm việc phản bội bạn trai khiến tôi rất hối hận, cứ khóc mãi, cũng không biết giải quyết thế nào, sống có ý nghĩa gì, muốn chết mà không biết chết thế nào, chết rồi còn có thể hiến tạng, sống thật sự rất mệt mỏi.",1,0,0,0,0,0,0,0,0,0,1,51
"Bố mẹ tôi gần đây cãi nhau, không quan tâm tôi nhiều lắm. Bố mẹ chắc chắn nghĩ tôi là gánh nặng! Họ nghĩ tôi là quái vật.",1,0,0,0,0,0,0,1,0,0,0,28
"Gần đây không biết tại sao tôi rất sợ sấm sét, chớp giật và mưa lớn, trong lòng rất hoảng loạn, căng thẳng, đây là tâm lý gì?",0,0,0,0,0,0,0,0,0,0,0,28
"Buồn quá, tại sao tôi lại ngốc nghếch, vô dụng đến vậy?",1,0,0,0,0,0,0,0,1,0,0,12
"Tôi cảm thấy ở nơi làm việc, đồng nghiệp mỗi ngày đều rất cố gắng, gây áp lực cho tôi. Áp lực của tôi thật lớn, mọi người xung quanh cố ý cạnh tranh với tôi.",1,0,0,0,0,0,0,1,0,0,0,36
"Tôi chỉ giải quyết được vấn đề đơn giản, những ca khó thì không làm được.",1,0,0,0,0,0,0,0,0,1,0,16
Dù cố gắng đến đâu cũng vô ích thôi nhỉ,1,0,0,0,0,0,0,1,0,0,0,10
"Tái khám lấy thuốc, thật lòng mà nói tôi chỉ đi cho có lệ; tôi trước mặt bác sĩ vẫn luôn là mấy câu nói đó, mãi mãi sẽ không bao giờ khỏi.",1,0,0,0,0,0,0,1,0,0,0,33
"Tôi luôn sống trong một gia đình có điều kiện kinh tế khá khó khăn, thu nhập của bố mẹ không cao. Gia đình chúng tôi ban đầu là như vậy, tôi có thể nâng cao mức sống của gia đình bằng nỗ lực của mình.",0,0,0,0,0,0,0,0,0,0,0,46
"Cô ấy và anh ấy hai người ăn lẩu trong phòng cô ấy, nói chuyện không ngừng, tôi cảm thấy mình thật thừa thãi.",1,0,0,0,0,0,0,0,1,1,0,24
"Làm thế nào để không bực bội, không có cảm xúc khi công việc rất nhiều! Hiện tại khối lượng công việc rất lớn, rất vất vả! Tâm trạng rất tệ.",1,1,0,0,0,0,0,0,0,0,0,31
Tôi đã làm bài kém trong một cuộc thi viết mà tôi đã tham gia. Tôi đã không vào chung kết. Tôi là một nhà văn tồi.,1,0,0,0,0,0,0,0,1,0,0,27
"Cũng không quá mệt mỏi, áp lực cũng không quá lớn, nhưng thể chất suy giảm, còn thường xuyên xuất hiện các triệu chứng điển hình của áp lực lớn, tại sao vậy?",0,0,0,0,0,0,0,0,0,0,0,33
"Lớp 12, bạn bè thường trêu chọc người khác, đôi khi cảm thấy rất quá đáng. Tôi không muốn nói nhưng dường như không còn gì để nói với họ nữa. Có bạn bè nhưng không biết làm thế nào để trò chuyện với họ.",0,0,0,0,0,0,0,0,0,0,0,45
Cô gái này thật không thể chịu nổi! Cô ấy ích kỷ và không thể nghĩ cho ai khác ngoài bản thân. Tôi tin rằng cô ấy đã đủ lớn để chịu trách nhiệm về những gì mình làm sai và làm phần của mình để giúp chúng tôi trở thành một gia đình.,1,0,0,0,0,0,0,0,1,0,0,54
"Đề tài của tôi được chấp nhận, nhưng chắc là do may mắn chọn được đề tài hay.",1,0,0,0,0,0,1,0,0,0,0,18
"Chị gái hàng xóm bị thằng khốn nạn đó đuổi về rồi. Con không được mang về cùng, nó chắc đang khóc lóc gọi mẹ ở nhà. Đau lòng chết đi được.",1,0,0,0,0,0,0,0,1,0,0,32
"Khi không có việc gì làm, tôi luôn nghĩ đến việc chơi game, gỡ cài đặt vài ngày rồi cũng tải lại. Tôi muốn biết làm thế nào để thoát khỏi game, cai game. Tập trung vào cuộc sống đọc sách.",0,0,0,0,0,0,0,0,0,0,0,41
"Mình vừa mua một ngôi nhà mới, nhưng mình cứ lo lắng về việc nó có thể bị hư hại.",1,0,0,0,0,1,0,0,0,0,0,20
"Cũng không phải lao động chân tay, vị trí vận hành máy tính, làm việc cả ngày luôn cảm thấy rất mệt, cơ thể cũng rất mệt mỏi, tại sao vậy?",0,0,0,0,0,0,0,0,0,0,0,31
"Khi còn nhỏ, có người đã xâm hại tôi, tôi luôn bị ám ảnh bởi điều đó. Tôi nghĩ tôi đã dơ bẩn rồi, sau này sẽ không ai muốn tôi nữa, tương lai của tôi sẽ không thể ngẩng mặt lên được.",1,0,0,0,0,0,0,1,0,0,0,43
Tôi cảm thấy chóng mặt mỗi ngày và muốn nôn gần như mỗi ngày.,1,0,1,0,0,0,0,0,0,0,0,14
"Fanfan, lâu rồi tôi không đến đây, gần đây tôi bị gãy xương, cả ngày buồn bã, cảm thấy càng tệ hơn. Tôi không biết phải bắt đầu từ đâu, một số điều cũng không thể nói ra. Tất cả là lỗi của tôi, tất cả là do tôi đáng phải chịu, tôi đều đáng phải chịu. Tôi đau khổ quá, tôi buồn quá",1,0,0,0,1,1,0,0,0,0,0,64
"Tôi đi ăn ở nhà hàng, tôi phát hiện có một con côn trùng nhỏ trong thức ăn. Ăn cơm mà cũng có côn trùng, mình đúng là một kẻ xui xẻo.",1,0,0,0,0,0,0,0,1,0,0,32
"Tôi thấy người khác đi chơi cùng nhau vào cuối tuần, nhưng không ai rủ tôi đi chơi. Để cải thiện mối quan hệ với họ, tôi cần giao tiếp nhiều hơn với họ, để chúng ta có thể đi chơi cùng nhau.",0,0,0,0,0,0,0,0,0,0,0,43
"Gần đây có một chàng trai rất đẹp trai, tôi muốn tỏ tình với anh ấy, nhưng anh ấy và tôi có khoảng cách khá lớn. Lần này anh ấy từ chối tôi rồi, tôi biết, tôi sẽ mãi mãi cô đơn.",1,0,0,0,0,0,0,1,0,0,0,42
"Lên lớp 9 cảm thấy rất lo lắng, học hành, mọi thứ đều đè nặng lên tôi. Thật sự lo lắng không yên! Chỉ nghĩ đến việc tôi phải chịu đựng thêm một năm nữa là tôi đau đầu. Tôi thực sự lạc lối, không tìm thấy định hướng.",1,0,0,0,0,0,0,0,0,1,0,49
"Hai tuần liên tiếp tôi không nhận được tin nhắn hay cuộc gọi nào. Tôi nghĩ hai tuần liên tiếp, tôi là người không được ai quan tâm, định sẵn cô độc đến già.",1,0,0,0,0,0,0,0,1,0,0,34
