Original Text,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All or Nothing Thinking
Càng ngày càng cảm thấy mình là gánh nặng,0,0,0,0,0,0,0,1,0,0
"Tự ti, nhạy cảm, đa nghi, ích kỷ. Tất cả những từ ngữ tồi tệ, dơ bẩn nhất đều là tôi.",0,0,0,0,0,0,0,1,0,0
"Người có tâm hồn đau khổ, ăn một viên kẹo, bạn tưởng sẽ có chút vị ngọt ngào, nhưng kẹo cũng đắng. Cuộc đời tôi không có màu sắc, không có vị ngọt ngào, thật đắng. Không ăn cũng được.",0,0,0,0,1,0,0,0,0,0
Sao tôi lại là một người tệ hại như vậy? Tại sao? Tại sao lại là tôi?,0,0,0,0,0,0,0,1,0,0
"Tôi không muốn làm gì cả, muốn chìm xuống, từ từ rơi xuống, như một hố sâu không đáy, không thể chết cũng không thể sống.",0,0,0,0,1,0,0,0,0,0
"Những trải nghiệm trước đây không tốt lắm, những người và sự việc gặp phải khiến tôi hiện tại rụt rè, giao tiếp với mọi người rất khó khăn, đã sớm lạc lõng với thế giới này rồi, ai mà chẳng biết không thể phủ nhận bản thân, nhưng thực sự không làm được, làm rất nhiều việc đơn giản cũng không tốt, tôi thực sự cực kỳ bài xích những người và sự việc xa lạ, tâm rất mệt mỏi, tôi thực sự đã đạt đến cực điểm rồi đang diễn kịch, diễn thành ít nhất không phải là con người thật của mình, chỉ có mình mới biết mình tệ hại đến mức nào.",0,0,0,0,0,0,0,1,0,0
"Tôi biết rồi, tôi biết sẽ không khá hơn đâu, chỉ có ngày càng tệ hơn thôi.",0,0,0,0,0,0,1,0,0,0
"Hạnh phúc? Đó là cảm giác gì? Tôi dường như chỉ có nỗi buồn vô tận! Mọi việc không như ý, mọi việc không thuận lợi, không có gì cả! Ha ha không tìm thấy ý nghĩa tồn tại nữa, muốn chết rồi, nhưng thiếu một chút dũng khí, muốn sống nhưng lại thấy càng không có dũng khí, tôi đã bắt đầu do dự rồi, không biết ngày nào sẽ được giải thoát, tôi nghĩ đó nhất định là hạnh phúc! Khoảnh khắc hạnh phúc nhất đời tôi! Tôi rất mong chờ ngày đó đến!",0,0,0,0,1,0,0,0,0,0
"Thật vl phiền phức, sao tôi lại kém cỏi thế này?",0,0,0,0,0,0,0,1,0,0
"Tôi đang cố gắng chấp nhận hiện thực nhưng trong lòng tôi thực sự rất buồn, tôi lại khóc rồi, đặc biệt khi nhìn thấy người thân của mình tôi thực sự không thể kiểm soát bản thân được, tôi thật vô dụng, lại không dám chết, ai có thể giúp tôi không?",0,0,0,0,0,0,0,1,0,0
"Tôi không làm được việc gì cả, tay run lẩy bẩy, luôn cảm thấy mình vô dụng",0,0,0,0,0,0,0,1,0,0
"Từ nhỏ đến lớn, được nuôi dưỡng chu đáo như vậy nhưng tôi vẫn lớn lên rất tệ.",0,0,0,0,0,0,0,1,0,0
"Tôi không biết ý nghĩa của cuộc sống là gì, bạn bè đã rời khỏi Thượng Hải, biết tin bạn bè gặp cô ấy tôi bắt đầu phấn khích, nhưng vài giờ sau đó, ngoài sự trống rỗng, buồn bã và nỗi sợ hãi ngày mai, tôi không còn cảm giác gì nữa. Tôi vẫn chưa gặp cô ấy, cô ấy là một người rất dịu dàng và chân thành, nhưng tôi cảm thấy mình không thể chịu đựng được đến ngày đó. Bây giờ bên ngoài trời nắng to, nhưng tôi chỉ muốn nhảy lầu.",0,0,0,0,1,0,0,0,0,0
Tôi là một cục sắt vụn,0,0,0,0,0,0,0,1,0,0
"Học lại không có ý nghĩa gì cả, vẽ vẫn không đẹp, tôi vẫn giậm chân tại chỗ, buồn quá.",0,0,0,0,0,0,0,0,0,1
"Không còn động lực để sống nữa, nhưng chết lại không thể kết thúc tất cả... Tôi biết rõ ai cũng phải gánh nặng mà bước tiếp, nhưng tôi lại là một kẻ hèn nhát không thể tiến lên được...",0,0,0,0,0,0,0,1,0,0
"Một người vô trách nhiệm, không dám chết, thật nực cười, muốn chết nhưng không dám chết trước bố mẹ, tôi thật hèn nhát, đôi khi tôi cảm thấy mình thật nực cười.",0,0,0,0,0,0,0,1,0,0
Thật vô dụng khi lại bỏ cuộc chỉ vì buồn ngủ.,0,1,0,0,0,0,0,1,0,0
"Tôi chỉ lớn lên, chứ không trưởng thành, tệ hại.",0,0,0,0,0,0,0,1,0,0
"Tôi không thể tốt hơn được, dù tôi có cố gắng thế nào đi nữa, tôi cũng không thể tốt hơn được.",0,0,0,0,0,0,1,0,0,0
"Tôi thì khác, tôi có một cô em gái, em ấy rất đáng yêu, rất xuất sắc, rất tốt bụng, tôi có lẽ là người thừa thãi nhất trong gia đình, mặc dù tôi là anh trai.",0,0,0,0,0,0,0,0,1,0
"Tôi ghét bản thân mình quá, tôi bắt đầu mất hứng thú với mọi thứ. Tôi không biết mình còn có thể chịu đựng được bao lâu nữa, đã lâu rồi tôi không cười thật lòng, tôi muốn cười một cái. Mỗi ngày mất ngủ, chỉ có thể khóc mệt rồi mới ngủ được, còn mơ những giấc mơ đáng ghét, tôi muốn ngủ một giấc ngon. Việc đơn giản như vậy mà tôi cũng không làm được, tôi quá tệ.",0,0,0,0,0,0,0,1,0,0
"Em thực sự rất thích anh, nhưng cuộc sống thật khó khăn, cuộc đời thật khó khăn, em thật tệ, thật khó khăn.",0,0,0,0,0,0,0,1,0,0
"Tôi thực sự rất mệt mỏi, nỗi buồn trong lòng không ai có thể hiểu được, tôi cảm thấy mình là người tệ hại nhất trên thế giới này..",0,0,0,0,0,0,0,1,0,0
Tôi là một kẻ khốn nạn nham hiểm và u ám.,0,0,0,0,0,0,0,1,0,0
Vậy thì những người đó đều là giòi bọ,0,0,0,0,0,0,0,1,0,0
"Khó chịu đến phát điên, cảm xúc không tìm được lối thoát, tôi bị làm sao vậy?",0,0,0,0,1,0,0,0,0,0
Tôi luôn bị người khác ghét bỏ. Dù họ không nói ra tôi cũng có thể cảm nhận được. Tôi luôn là người bị bỏ rơi đầu tiên. Những lúc như thế này tôi rất muốn chết.,0,0,0,0,0,0,1,0,0,0
Không ai quan tâm tôi,0,0,0,0,0,0,1,0,0,0
"Trước đây tôi luôn không thích mùi thuốc lá, không ngờ bây giờ tôi cũng bắt đầu hút rồi, tôi có phải đã trở nên xấu xa rồi không, tôi cũng không biết tại sao lại như vậy nữa, tôi không thể kiểm soát được, hút thuốc và uống rượu mới có thể cho tôi một chút bình yên và vui vẻ.",0,0,0,0,0,0,0,1,0,1
"Con người tôi, từ trong xương tủy đã thối nát rồi.",0,0,0,0,0,0,0,1,0,0
Tôi chỉ là một cô gái bẩn thỉu,0,0,0,0,0,0,0,1,0,0
"Cuộc đời thực sự là một canh bạc. Thua thì là bi kịch, thắng thì là hài kịch. Khi đánh bạc luôn tự tìm lý do cho mình, sẽ không thua đâu, không sao cả, cứ thử một lần đi. Nhưng có bao nhiêu người sau khi thua sạch lại ôm đầu khóc lóc, ẩn mình trong biển người vô tận.",0,0,0,0,0,0,0,0,0,1
"Cơm ơi, không ai hiểu con cả, con cũng không dám nói là con không vui, con bị trầm cảm, con muốn chết, nói ra chỉ nhận được một tràng cười nhạo, thôi đi, đợi đến khi con thực sự chết thì thôi.",0,0,0,0,0,0,1,0,0,0
"Xin lỗi, là tôi quá vô dụng, không sống được như các bạn mong muốn.",0,0,0,0,0,0,0,1,0,0
"Ngồi trên xe buýt, nói với bạn bè về kết quả kiểm tra, nước mắt kìm nén suốt quãng đường cuối cùng cũng rơi xuống. Nhìn kìa, chỉ những người vô dụng mới khóc, những người có năng lực thì có rất nhiều cách giải quyết.",0,0,0,0,0,0,0,1,0,0
"Tôi cảm thấy tôi đến bên họ chẳng có ích gì cả, bản thân tôi chẳng có gì đặc biệt.",0,0,0,0,0,0,0,1,0,0
"Không hứng thú với mọi thứ, không muốn tiếp xúc với mọi người, cảm thấy mọi người đều giả tạo.",0,1,0,0,0,0,0,1,0,0
Bản thân tôi quá vô dụng.,0,0,0,0,0,0,0,1,0,0
Tôi hình như khá yếu đuối,0,0,0,0,0,0,0,1,0,0
"Có người yêu, có người quan tâm, nhưng tôi vẫn cảm thấy rất buồn, rất buồn.",0,0,0,0,0,1,0,0,0,0
"Rất ngưỡng mộ bạn có dũng khí, cảm thấy mình như một con chuột nhút nhát. Cô ấy đã xóa tôi, mẹ cảm thấy tôi là một kẻ dị biệt, luôn nhắc đến chuyện trước khi ly hôn, bảo tôi tự đi tìm bố. Giáo viên cảm thấy tôi là gánh nặng, sắp tốt nghiệp mà không ký được hợp đồng làm việc, phỏng vấn thì cảm thấy tôi là một người tiêu cực, bạn bè vay tiền rồi bỏ trốn, những chuyện này, tôi vẫn không có dũng khí đứng dậy cũng không có gan kết thúc, nếu mắc bệnh nan y thì tốt biết mấy, có thể đường hoàng ra đi.",0,0,0,0,1,0,0,1,0,0
"Tôi có tội, tôi đáng chết",0,0,1,0,0,0,0,0,0,0
Tôi đã nói rồi mà tôi thật thừa thãi,0,0,0,0,0,0,0,1,0,0
Mỗi ngày đều như cái chết này,0,1,0,0,0,0,0,0,0,0
Bạn thực sự khiến tôi cảm thấy mình là một người rất tệ hại! [Ảnh bình luận],0,0,0,0,0,0,0,1,0,0
"Tôi biết xác suất thất bại rất lớn, tôi biết tôi rất có thể sẽ thất bại.",0,0,0,0,0,0,1,0,0,0
"Ôi trời, vẽ tệ quá. Điểm kiểm tra lần hai chắc lại không thể nhìn nổi rồi. Tôi đã lãng phí cơ hội tập huấn quý giá và khó khăn. Tôi vô dụng quá. Buồn ngủ quá mà tóc chưa khô. Không sấy tóc được. Sống thật khó khăn quá.",0,0,0,0,0,0,1,1,0,0
"Tôi không tự tin đến mức luôn coi những điều tồi tệ là thật, chỉ có thể tiếp nhận những lời người khác nói không tốt về mình, và cảm thấy sâu sắc rằng mình tệ như vậy, còn coi những lời tốt đẹp như một kiểu xã giao, dù là lời thật lòng hay lời giả dối.",0,0,0,0,1,1,0,0,0,0
"Tôi thực sự đã cố gắng rất nhiều để sống, nhưng xin lỗi, trong đầu tôi toàn là xin lỗi, tôi luôn làm những việc vô ích, tôi không muốn gặp bất cứ ai, xin lỗi tôi cũng không biết tại sao mình lại khóc không ngừng, tại sao những điều đã định sẵn đều không làm được, tại sao ngay cả việc ngủ một giấc ngon cũng không làm được, tôi biết không nên suy nghĩ tiêu cực, tôi đã cố gắng rất nhiều rồi, nhưng tôi thực sự không làm được, xin hãy đừng khóc nữa, bình tĩnh đi em yêu, tại sao lại phải khóc chứ.",0,1,0,0,0,0,0,0,0,0
"Con người tôi thật vô dụng, chạy cả ngày đến nơi rồi, chuyện nhảy xuống một cái, nhưng lại không có cái bản lĩnh đó.",0,0,0,0,0,0,0,1,0,0
Sống y như một kẻ thất bại,0,0,0,0,0,0,0,1,0,0
"Ôi, tôi thực sự rất tệ",0,0,0,0,0,0,0,1,0,0
"Tôi thực sự vô dụng, thất bại hoàn toàn;; tại sao phải sống chứ?",0,0,0,0,0,0,0,1,0,0
"Nhưng tôi thực sự không biết phải nói gì cả, tôi biết tôi rất kỳ lạ, tôi có thể còn rất ích kỷ nữa, đúng là như vậy, mỗi câu tôi nói với các bạn tôi đều suy nghĩ rất kỹ, tôi thực sự sợ, sợ tôi nói sai một từ nào đó các bạn sẽ không cần tôi nữa, tôi mong mọi người đều sống tốt, nhưng tôi thì phải làm sao đây, khi giao tiếp với mọi người tôi đều vô thức tạo ra khoảng cách, tôi sợ, sợ có người sẽ nhìn thấu tôi, nhìn thấu nội tâm hư vô hoang đường của tôi.",0,0,0,0,0,0,0,1,0,0
Tôi chỉ là một người có cũng được không có cũng được,0,0,0,0,0,0,0,1,0,0
"Luôn cố gắng tìm kiếm xem có phải thế giới này sai không, tìm kiếm xem có phải không phải vấn đề của mình không. Nhưng tìm mãi cuối cùng vẫn là bản thân không được. Thi đấu thì kiến thức không đủ, làm gánh nặng. Chơi game thì năng lực không đủ, bị chửi. Nói chuyện cũng cảm thấy mình học không đủ, nông cạn. Nông cạn đến mức có thể cãi nhau với người trong game.",0,0,0,1,0,0,0,0,0,0
Hahahahahahaha tôi sau này chắc chắn không phải là một giáo viên đủ tư cách.,0,0,0,0,0,0,1,0,0,0
"Tôi không hiểu bản thân mình, tôi là cô gái tệ nhất, vô dụng nhất, ngu ngốc nhất trên thế giới, luôn bị lừa dối.",0,0,0,0,0,0,0,1,0,0
Một chút chuyện buồn cũng sẽ bị phóng đại vô hạn;; Sao con người có thể xấu xa đến vậy?,0,0,0,0,0,0,0,1,0,0
"Bố tôi và mẹ tôi đều là những kẻ điên, đều không phải người tốt.",0,0,0,0,0,0,0,1,0,0
"Có phải người xui xẻo sẽ nghĩ rằng Chúa đang nhắm vào mình, nhưng tôi cảm thấy Chúa thực sự đang nhắm vào tôi, tôi thật quá xui xẻo rồi.",0,0,0,0,0,0,1,0,0,0
"Đã mệt đến cực điểm rồi, tôi rất muốn ngủ, nhắm mắt lại là trong đầu lại hiện lên đủ thứ suy nghĩ, tôi cô đơn quá, tôi muốn khỏe mạnh, tôi muốn hạnh phúc.",0,0,0,0,1,0,0,0,0,0
"Trong 23 năm đầu đời, tôi là một người hèn mọn và nhút nhát, tôi sẽ ưu tiên cảm xúc của người khác, ưu tiên cảm xúc của mọi người, tôi có thể từ bỏ suy nghĩ của mình để hòa hợp với những người xung quanh, nhưng lúc đó tôi lại không thể có được niềm vui, mỗi đêm đau khổ tôi lại tâm sự ở đây. Ở tuổi 24, tôi cố gắng ích kỷ, sau đó phát hiện ra rằng tôi có thể vui vẻ đến vậy, nếu bạn không vui, xin hãy sống cho bản thân mình nhiều hơn, hãy nhớ rằng, tôi yêu bạn.",0,0,0,0,0,0,0,1,0,0
"Rơi vào sự tự phủ nhận sâu sắc, tôi không cảm nhận được bất kỳ thông điệp thân thiện nào, rất đau khổ, rất mệt mỏi, và còn có một nỗi sợ hãi sâu sắc không rõ nguyên nhân.",0,0,0,0,0,1,0,0,0,0
"Đừng nói là người khác, ngay cả bản thân tôi cũng coi thường chính mình. Tôi là một thứ rác rưởi, không ai có thể cứu được tôi.",0,0,0,0,0,0,0,1,0,0
"Làm người cũng tệ quá, muốn chết cũng chỉ muốn chết thật nhẹ nhàng.",0,0,0,0,0,0,0,1,0,0
"Năm 2019 thật buồn, nhiều người đã ra đi, sắp đưa tôi đi; hy vọng đưa tôi đi; nhất định sẽ đưa tôi đi, được không? Nếu không tôi sẽ phát điên, tôi không thể chấp nhận thời gian và mặt trời của ngày hôm sau. Vẻ đẹp của thế giới chỉ dành cho một số ít người, và tôi không thuộc danh sách hạnh phúc đó; điều chờ đón tôi chỉ còn lại sự xấu xí của con người, lòng người lạnh nhạt và sự ngu ngốc của chính mình.",0,0,0,0,0,0,1,0,0,0
"Tôi cảm thấy mình thật đáng ghét, vừa không muốn nói ra vừa không muốn thể hiện ra, lại còn khao khát nhận được sự thấu hiểu từ người khác.",0,0,0,0,0,0,1,1,0,0
"Tôi vốn không thích giao du. Trong hầu hết các trường hợp, hoặc tôi thấy đối phương tẻ nhạt, hoặc tôi sợ đối phương thấy tôi tẻ nhạt. Nhưng tôi không muốn chịu đựng sự tẻ nhạt của đối phương, cũng không muốn cố gắng làm cho mình trở nên thú vị, tất cả đều quá mệt mỏi. Tôi thoải mái nhất khi ở một mình, vì tôi không cảm thấy mình tẻ nhạt, dù có tẻ nhạt cũng tự mình chịu đựng, không làm phiền người khác, không cần phải cảm thấy bất an.",0,0,0,0,0,0,1,0,0,0
"Khi còn làm việc, ngày nào cũng bị sếp mắng;; thế nào cũng bị anh ấy ghét bỏ.",0,0,0,0,0,0,1,0,0,0
"Không muốn sống nữa, phiền quá, tôi vô dụng quá.",0,0,0,0,0,0,0,1,0,0
"Em gái tôi sáng sớm đã bắt đầu xem tivi, cho đến bây giờ, vẫn còn ở trong phòng nhảy nhót ầm ĩ, dậm sàn kêu rầm rầm, còn phát ra tiếng cười kỳ quái, thật ồn ào chết đi được, phiền phức chết đi được, thật muốn đạp một cái cho ra ngoài.",0,0,0,0,0,0,0,0,0,0
"Thế giới này không có lỗi, lỗi là ở tôi.",0,0,0,1,0,0,0,0,0,0
Sao anh ta lại kinh tởm vậy,0,0,0,0,0,0,0,1,0,0
Trái tim tôi đã chết từ mười ba năm trước. Bây giờ tôi chỉ là một xác chết không hồn.,0,0,0,0,0,0,0,1,0,0
"Tôi cứ liên tục mắc lỗi làm phiền người khác, nếu không có tôi thì tốt rồi.",0,0,0,1,0,0,0,0,0,0
"Phủ nhận bản thân thật sự không còn dũng khí để sống nữa; tất cả mọi người đều có thể tranh cãi một cách đường hoàng, tôi chỉ có thể thỏa hiệp, để có được sự công nhận của mỗi người, tôi hạ thấp mong muốn và yêu cầu của mình đến mức không giới hạn; từ trước đến nay tôi đều sống vì người khác, cảm thấy cuộc đời này định sẵn sẽ rất rất khó khăn.",0,0,0,0,0,0,1,0,0,0
"Cơm ơi, con sai rồi phải không, cảm giác như cả thế giới đều không cần con nữa...",0,0,0,1,0,0,0,0,0,0
"Sống đối với tôi là một sự tra tấn, cũng là sự tra tấn đối với người khác.",0,0,0,0,0,0,1,0,0,0
"Vì trong mắt họ tôi là vô dụng, vậy thì, tôi sẽ lấy lại tất cả danh dự và niềm kiêu hãnh mà tôi đã mang lại cho họ từ nhỏ đến lớn, để họ mất mặt trước người khác!!! Con người giả dối, phù phiếm và kinh tởm!",0,0,0,0,0,0,0,1,0,0
Tôi là một sự tồn tại thừa thãi,0,0,0,0,0,0,0,1,0,0
"Khó chịu quá, tôi tệ quá.",0,0,0,0,0,0,0,1,0,0
"Mất ngủ, lo lắng, suy sụp tinh thần, đau đầu, đau dạ dày, máu nóng, trí nhớ giảm sút, thị lực mờ không thể tập trung, tim đập nhanh, hoảng loạn, ảo thanh, tay run rẩy. Khi tất cả những khó chịu về thể chất này xuất hiện trên người tôi, lan ra toàn thân và phát triển thành cơn đau di chuyển mà không thể chữa khỏi, tôi nghĩ mình cũng không còn xa cái chết nữa.",0,0,0,0,0,0,1,0,0,0
"Tôi là người bệnh tâm thần, tôi muốn người khác ôm tôi thật chặt, ở bên tôi, nhưng họ sợ tôi, họ nói sẽ gọi cảnh sát đến bắt tôi, nghe xong tôi đã khóc.",0,0,0,0,0,0,0,1,0,0
"Sao tôi lúc nào cũng tiêu cực thế này, tôi vô dụng quá.",0,0,0,0,0,0,0,1,0,0
"Tôi trầm cảm, suy sụp như vậy, tại sao bạn trai không bảo tôi cút đi chứ?",0,0,0,0,0,0,0,1,0,0
"Tôi là bác sĩ mới vào nghề 3 tháng, ghét bệnh viện, công việc, bác sĩ và y tá trong khoa. Họ rất giả tạo, dối trá, ba hoa, nịnh bợ lẫn nhau, nói xấu sau lưng, là những kẻ lão làng. Có trách nhiệm không? Tôi sẽ không bao giờ hòa nhập được.",0,0,0,0,0,0,0,1,0,0
"Không muốn sống cũng không dám chết, luôn không thể dứt khoát tự sát, tôi thật vô dụng.",0,0,0,0,0,0,0,1,0,0
"Tôi buồn chán, tôi EQ thấp, tôi không biết nói chuyện... Tôi ghét bị người khác nói! Tôi tự biết! Im miệng đi có được không, khả năng chịu áp lực quá kém... Khó chịu quá...",0,0,0,0,0,0,0,1,0,0
"Với bộ dạng hiện tại của tôi mà vẫn ở lại công ty, chẳng phải là tai họa sao? Tôi chính là họa căn.",0,0,0,0,0,0,0,1,0,0
"Tôi lúc nào cũng ủ rũ, như tôi thế này, không xứng đáng có được hạnh phúc.",0,0,0,0,0,0,0,1,0,0
Cô gái vừa béo vừa xấu có lẽ không xứng đáng sống trên đời này.,0,0,0,0,0,0,0,1,1,0
"Tất cả mọi người xung quanh đều hỏi tôi rốt cuộc bị làm sao, tôi hiểu rõ trong lòng nhưng không biết nói gì, có những lời cuối cùng vẫn không thể nói ra. Tôi sắp không chịu đựng được nữa rồi, bác sĩ nói tôi không nhập viện thì quá nguy hiểm, nhưng nhập viện thực sự có ích không? Tôi đã vô phương cứu chữa rồi.",0,0,0,0,0,0,1,0,0,0
Tôi thực sự thích bạn đến mức sắp phát điên rồi,0,0,0,0,0,0,0,1,0,0
"Tôi cũng tệ quá nhỉ, tôi chịu thua rồi.",0,0,0,0,0,0,0,1,0,0
"Tối về trường bằng taxi, đi qua một con đường tối đen, bên cạnh chỉ có vài ngọn đèn đường, sợ hãi không thôi, trong đầu nghĩ đến đủ thứ hiện trường tai nạn, vụ bắt cóc, nếu chết thì phải làm sao, chợt nhớ ra di chúc đã viết xong rồi, trong lòng liền bình tĩnh lại.",0,0,0,0,1,0,0,0,0,0
"Làm gì cũng cảm thấy không tốt, dù trong mắt người khác đã rất tốt rồi, chỉ là tự trách mình, chỉ là đặt yêu cầu cao cho bản thân, chỉ là cảm thấy mình không tốt, bạn bè không ai hiểu được trầm cảm, họ thực sự nghĩ tôi suy nghĩ quá nhiều, nhưng tôi thực sự rất buồn, thực sự muốn chết quách cho xong.",0,0,0,0,1,0,0,0,1,0
Tôi thật vô dụng,0,0,0,0,0,0,0,1,0,0
"Tối nay lại sụp đổ rồi. Nhìn vào gương, hai mắt tôi đỏ hoe, không có ánh sáng, không có thần sắc, chỉ toàn là sự sụp đổ và tuyệt vọng. Tôi không tin, người đó chắc chắn không phải là tôi. Tôi vừa đập vỡ gương rồi. Không kiểm soát được mà cầm mảnh vỡ tự gây ra cảm giác đau nhói cho mình, ngay lập tức cảm thấy thoải mái hơn rất nhiều. À, quả nhiên, con quái vật đó thực sự là tôi. Tôi thừa nhận rồi, lần này sẽ kéo dài bao lâu nữa? Tôi đã không biết phải nói với ai nỗi đau của mình nữa. Tôi không muốn mang cảm xúc tiêu cực đến cho bạn bè, tôi rất yêu họ.",0,0,0,0,0,0,0,1,0,0
Tôi nghĩ mình chính là tội lỗi,0,0,0,0,0,0,0,1,0,0
"Không muốn nghe lời ngon tiếng ngọt, tất cả đều lừa dối tôi.",0,0,0,0,0,0,1,0,0,0
Tôi rất ích kỷ,0,0,0,0,0,0,0,1,0,0
"Thật không vui, cảm thấy mình thật ngu ngốc, không tự tin cũng không nhận được sự ủng hộ, tự nghi ngờ bản thân, tự hủy hoại bản thân, cảm thấy tâm lý mình thật méo mó, nhưng 'người khác' thì lại phát triển rực rỡ... Tại sao, tôi lại là tôi? 'Tôi' chẳng tốt chút nào, tôi không muốn sống là 'tôi' trên đời này nữa...",0,0,0,0,0,0,0,1,1,0
Tôi thực sự rất vô dụng,0,0,0,0,0,0,0,1,0,0
"Tôi đột nhiên nhận ra, mình không tìm thấy ý nghĩa của cuộc sống, mỗi ngày đều cảm thấy rất khó chịu, không muốn lãng phí tài nguyên trên thế giới này nữa, rất khó chịu, nơi tôi muốn đến và nơi bố mẹ yêu cầu tôi đến khác xa nhau, nói chuyện với người khác làm tôi cảm thấy không thoải mái, làm gì cũng thấy rất nhàm chán, không có hứng thú, khó chịu quá, cảm thấy sống vô nghĩa muốn chết.",0,0,0,0,0,0,0,0,1,0
"Có lẽ một ngày nào đó tôi sẽ biến mất, bây giờ quá khó chịu, quá đau khổ, trong lòng có một lỗ hổng lớn, không ai biết, không ai yêu tôi.",0,0,0,0,0,0,1,0,0,0
"Hôm qua sếp tìm tôi, nói tôi làm tài chính, tôi từ chối, khá là không biết điều phải không, hôm nay là ngày cuối cùng của tháng, chuẩn bị nghỉ việc rồi, tôi không biết sau này sẽ thế nào, nhưng tôi không hối hận.",0,0,0,0,0,0,0,1,0,0
"Số phận quá ác ý với tôi, cứ rơi mãi, không có hy vọng gì cả.",0,0,0,0,0,0,1,0,0,0
"Tôi chỉ muốn chết đi không muốn cảm nhận nữa, tôi cảm thấy tối tăm quá.",0,0,0,0,1,0,0,0,0,0
"Tôi thật tệ quá, đã khiến người khác hiểu lầm, làm cô ấy khó chịu, tệ quá tệ quá tệ quá! Mất khả năng đồng cảm và khả năng yêu và được yêu, tại sao phải sống lay lắt như vậy!!!",0,0,0,0,0,0,0,1,0,0
"Tôi thật vô dụng, đau lòng đến tan nát, tôi không còn dũng khí để sống tiếp nữa, làm gì cũng sai, tôi không còn đặt bất kỳ hy vọng nào vào bản thân nữa, vài ngày nữa đợi nhận lương tôi sẽ chuyển cho mẹ, rồi về quê, đi thăm thành phố đã lớn lên từ nhỏ đến lớn này, rồi tạm biệt ha ha ha ha.",0,0,0,0,0,0,0,1,0,0
"Tôi thực sự rất khao khát được tốt hơn, thực sự muốn những người xung quanh đều nhìn thấy tôi, tôi không thể như vậy được, giống như một kẻ ăn xin vậy.",0,0,0,0,0,0,0,1,0,0
"Bà ngoại mất rồi, không ai còn thực sự yêu tôi nữa, bà nội tôi yêu thì sức khỏe không tốt, đột nhiên sụp đổ.",0,0,0,0,0,0,1,0,0,0
Tất cả mọi người đều tệ như nhau,0,0,0,0,0,0,0,1,0,0
"Chỉ là cuộc đời tôi mất đi sự mong đợi mà thôi, tôi trở thành một xác sống, cười một cách máy móc, kìm nén cảm xúc, không buồn không vui, tĩnh lặng như một hạt bụi.",0,0,0,0,0,0,0,1,0,0
"Tiểu Cơm ơi, con thật vô dụng. Lấy hết dũng khí đi tìm việc làm nhưng ngay cả điện thoại phỏng vấn cũng không dám nghe. Chỉ cần bước ra một bước là được rồi. Tại sao lại khó khăn và hèn nhát đến vậy? Sống trong thế giới của mình quá lâu, thực sự sẽ không thể đối mặt với xã hội nữa. Nhưng con muốn bước ra ngoài!",0,0,0,0,0,0,0,1,1,0
"Năm nay thật thất bại, ngay cả việc giữ dáng cũng thất bại, đã mập hơn năm ngoái rồi, những chuyện khác thì khỏi phải nói.",0,0,0,0,0,0,0,1,1,1
"Tôi không nhìn thấy tương lai, cứ nghĩ đến tương lai là lại áp lực, bất lực.",0,0,0,0,1,0,0,0,0,0
"Tiền của tôi cũng bị lừa mất rồi, người tôi quan tâm nhất cũng không còn nữa. Sao tôi lại tệ đến vậy?",0,0,0,0,0,0,0,1,0,0
"Những ngày thối nát và tôi tệ hại, thật là một sự kết hợp hoàn hảo.",0,0,0,0,0,0,0,1,0,0
"Đến lúc ngủ rồi, cơm đi, ngủ ngon. Hôm nay không nói chuyện với bạn nữa, ngủ thôi [tim]. Thật ra tôi muốn khóc thật to một trận rồi mới ngủ, nhưng không khóc được. Thôi vậy. Buông bỏ tất cả đi. Tự nhủ mình chỉ là mơ thôi. Bạn vốn dĩ chẳng có gì mà, phải không?",0,0,0,0,1,0,1,0,0,0
"Tôi tuyệt đối không thể trở thành bạn thân với anh ấy, nhưng tôi thực sự rất muốn trở thành bạn thân nhất với cô ấy...",0,0,0,0,0,0,1,0,0,0
"Lại đến đây rồi, thế giới của người lớn luôn có những cảm xúc tiêu cực không thể trút bỏ hết, luôn có những điều bất bình, dường như cứ thế chết đi mà không ai quan tâm.",0,1,0,0,0,0,0,0,0,0
"Tôi ghen tị với những người khác có thể làm những gì mình thích, muốn học nhảy nhưng gia đình không có tiền, muốn mua quần áo mình thích nhưng người khác không thích, thích ăn phô mai và bánh ngọt nhưng mẹ không thích, thi đậu trường tốt nhưng vì học phí đắt nên vào một trường không thích, không ai muốn nghe câu chuyện của tôi, tôi không dám buồn vì sẽ bị nói là giả tạo, tôi không dám khóc vì trước mặt bố mẹ phải mạnh mẽ, kết thúc sớm đi cuộc sống chó chết này...",0,0,0,0,1,0,0,0,0,0
